TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,Year,Month,MonthName,YearMonth
TT00906,U01473,CR00057,2025-06-27,177.34,Bank Transfer,TC00040,2025,6,June,2025-06
TT00907,U01473,CR00049,2025-07-14,415.51,Bank Transfer,TC00040,2025,7,July,2025-07
TT00908,U01473,CR00034,2025-07-05,394.26,Credit Card,TC00040,2025,7,July,2025-07
TT00909,U01473,CR00039,2025-08-06,346.71,PayPal,TC00040,2025,8,August,2025-08
TT00910,U01473,CR00058,2025-01-17,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00911,U01475,CR00019,2025-04-06,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00912,U01475,CR00048,2025-03-21,0.0,PayPal,TC00040,2025,3,March,2025-03
TT00913,U01475,CR00042,2025-11-24,0.0,PayPal,TC00042,2025,11,November,2025-11
TT00914,U01475,CR00014,2025-01-05,0.0,Credit Card,TC00040,2025,1,January,2025-01
TT00915,U01475,CR00045,2025-01-30,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00916,U01488,CR00001,2025-05-17,472.28,Credit Card,TC00042,2025,5,May,2025-05
TT00917,U01488,CR00002,2025-08-09,0.0,PayPal,TC00042,2025,8,August,2025-08
TT00918,U01488,CR00019,2025-08-07,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT00919,U01488,CR00052,2025-07-07,0.0,PayPal,TC00040,2025,7,July,2025-07
TT00920,U01496,CR00007,2025-10-15,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT00921,U01496,CR00051,2025-04-22,37.89,PayPal,TC00042,2025,4,April,2025-04
TT00922,U01496,CR00039,2025-11-04,346.71,PayPal,TC00042,2025,11,November,2025-11
TT00923,U01496,CR00034,2025-07-12,394.26,Credit Card,TC00040,2025,7,July,2025-07
TT00924,U01496,CR00049,2025-02-19,415.51,Credit Card,TC00042,2025,2,February,2025-02
TT00925,U01497,CR00059,2025-12-04,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00926,U01497,CR00053,2025-05-19,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT00927,U01497,CR00022,2025-02-15,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT00928,U01500,CR00056,2025-02-14,212.39,Bank Transfer,TC00040,2025,2,February,2025-02
TT00929,U01500,CR00020,2025-08-30,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT00930,U01500,CR00004,2025-05-20,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT00931,U01506,CR00057,2025-05-06,177.34,PayPal,TC00040,2025,5,May,2025-05
TT00932,U01506,CR00026,2025-01-19,0.0,Bank Transfer,TC00042,2025,1,January,2025-01
TT00933,U01506,CR00050,2025-11-15,490.9,Bank Transfer,TC00040,2025,11,November,2025-11
TT00934,U01506,CR00013,2025-01-12,0.0,PayPal,TC00040,2025,1,January,2025-01
TT00935,U01511,CR00008,2025-07-24,0.0,Bank Transfer,TC00040,2025,7,July,2025-07
TT00936,U01511,CR00014,2025-01-24,0.0,Credit Card,TC00040,2025,1,January,2025-01
TT00937,U01511,CR00042,2025-03-12,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT00938,U01511,CR00007,2025-04-14,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00939,U01512,CR00025,2025-09-24,299.57,PayPal,TC00040,2025,9,September,2025-09
TT00940,U01512,CR00034,2025-04-14,394.26,Bank Transfer,TC00040,2025,4,April,2025-04
TT00941,U01512,CR00006,2025-05-04,276.37,PayPal,TC00042,2025,5,May,2025-05
TT00942,U01517,CR00014,2025-07-23,0.0,PayPal,TC00040,2025,7,July,2025-07
TT00943,U01517,CR00060,2025-06-29,0.0,PayPal,TC00042,2025,6,June,2025-06
TT00944,U01517,CR00040,2025-07-09,327.99,Bank Transfer,TC00040,2025,7,July,2025-07
TT00945,U01517,CR00050,2025-08-06,490.9,Bank Transfer,TC00042,2025,8,August,2025-08
TT00946,U01522,CR00058,2025-11-19,0.0,PayPal,TC00040,2025,11,November,2025-11
TT00947,U01522,CR00060,2025-12-18,0.0,Credit Card,TC00040,2025,12,December,2025-12
TT00948,U01522,CR00032,2025-04-22,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00949,U01526,CR00020,2025-06-05,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT00950,U01526,CR00017,2025-06-17,0.0,PayPal,TC00042,2025,6,June,2025-06
TT00951,U01526,CR00056,2025-09-29,212.39,PayPal,TC00042,2025,9,September,2025-09
TT00952,U01526,CR00040,2025-11-17,327.99,Bank Transfer,TC00042,2025,11,November,2025-11
TT00953,U01526,CR00038,2025-06-07,342.61,Bank Transfer,TC00040,2025,6,June,2025-06
TT00954,U01528,CR00036,2025-02-28,0.0,PayPal,TC00042,2025,2,February,2025-02
TT00955,U01528,CR00028,2025-05-25,0.78,PayPal,TC00042,2025,5,May,2025-05
TT00956,U01528,CR00044,2025-02-05,119.04,Bank Transfer,TC00040,2025,2,February,2025-02
TT00957,U01528,CR00009,2025-01-25,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00958,U01528,CR00011,2025-08-14,326.02,Credit Card,TC00040,2025,8,August,2025-08
TT00959,U01530,CR00034,2025-01-21,394.26,PayPal,TC00040,2025,1,January,2025-01
TT00960,U01530,CR00041,2025-02-14,53.86,Bank Transfer,TC00042,2025,2,February,2025-02
TT00961,U01530,CR00058,2025-03-28,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT00962,U01530,CR00030,2025-06-20,0.0,PayPal,TC00042,2025,6,June,2025-06
TT00963,U01530,CR00055,2025-01-28,57.32,Bank Transfer,TC00040,2025,1,January,2025-01
TT00964,U01531,CR00009,2025-12-21,0.0,Bank Transfer,TC00040,2025,12,December,2025-12
TT00965,U01531,CR00022,2025-04-17,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00966,U01531,CR00054,2025-09-09,0.0,PayPal,TC00040,2025,9,September,2025-09
TT00967,U01531,CR00016,2025-07-09,0.0,PayPal,TC00040,2025,7,July,2025-07
TT00968,U01536,CR00014,2025-11-08,0.0,Credit Card,TC00042,2025,11,November,2025-11
TT00969,U01536,CR00059,2025-03-13,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT00970,U01536,CR00036,2025-04-24,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00971,U01536,CR00046,2025-06-24,248.1,Bank Transfer,TC00042,2025,6,June,2025-06
TT00972,U01543,CR00012,2025-04-03,487.92,Credit Card,TC00040,2025,4,April,2025-04
TT00973,U01543,CR00041,2025-11-21,53.86,Credit Card,TC00042,2025,11,November,2025-11
TT00974,U01543,CR00001,2025-05-11,472.28,PayPal,TC00042,2025,5,May,2025-05
TT00975,U01543,CR00025,2025-03-06,299.57,Credit Card,TC00042,2025,3,March,2025-03
TT00976,U01543,CR00044,2025-07-18,119.04,PayPal,TC00040,2025,7,July,2025-07
TT00977,U01553,CR00010,2025-12-20,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00978,U01553,CR00036,2025-01-20,0.0,Bank Transfer,TC00040,2025,1,January,2025-01
TT00979,U01553,CR00027,2025-12-30,0.0,Bank Transfer,TC00042,2025,12,December,2025-12
TT00980,U01553,CR00002,2025-02-26,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT00981,U01553,CR00056,2025-09-03,212.39,Bank Transfer,TC00042,2025,9,September,2025-09
TT00982,U01575,CR00003,2025-12-08,0.0,PayPal,TC00040,2025,12,December,2025-12
TT00983,U01575,CR00024,2025-07-22,117.68,PayPal,TC00042,2025,7,July,2025-07
TT00984,U01575,CR00051,2025-07-02,37.89,PayPal,TC00042,2025,7,July,2025-07
TT00985,U01575,CR00035,2025-01-20,0.0,Bank Transfer,TC00040,2025,1,January,2025-01
TT00986,U01575,CR00028,2025-10-08,0.78,Credit Card,TC00042,2025,10,October,2025-10
TT00987,U01578,CR00002,2025-04-18,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00988,U01578,CR00030,2025-08-14,0.0,Bank Transfer,TC00042,2025,8,August,2025-08
TT00989,U01578,CR00022,2025-12-25,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00990,U01578,CR00057,2025-04-18,177.34,Credit Card,TC00042,2025,4,April,2025-04
TT00991,U01585,CR00003,2025-08-04,0.0,Bank Transfer,TC00042,2025,8,August,2025-08
TT00992,U01585,CR00025,2025-10-10,299.57,PayPal,TC00042,2025,10,October,2025-10
TT00993,U01585,CR00043,2025-05-01,0.0,PayPal,TC00040,2025,5,May,2025-05
TT00994,U01585,CR00029,2025-01-22,0.0,PayPal,TC00042,2025,1,January,2025-01
TT00995,U01586,CR00023,2025-10-16,0.0,Bank Transfer,TC00042,2025,10,October,2025-10
TT00996,U01586,CR00030,2025-12-14,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00997,U01586,CR00036,2025-03-15,0.0,PayPal,TC00042,2025,3,March,2025-03
TT00998,U01586,CR00022,2025-01-30,0.0,Credit Card,TC00040,2025,1,January,2025-01
TT00999,U01586,CR00039,2025-08-12,346.71,PayPal,TC00040,2025,8,August,2025-08
TT01000,U01602,CR00030,2025-05-11,0.0,PayPal,TC00042,2025,5,May,2025-05
TT01001,U01602,CR00032,2025-05-01,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT01002,U01602,CR00022,2025-10-03,0.0,Bank Transfer,TC00040,2025,10,October,2025-10
TT01003,U01602,CR00051,2025-01-24,37.89,Bank Transfer,TC00042,2025,1,January,2025-01
TT01004,U01602,CR00058,2025-04-19,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT01005,U01618,CR00041,2025-12-07,53.86,Bank Transfer,TC00042,2025,12,December,2025-12
TT01006,U01618,CR00039,2025-02-18,346.71,Bank Transfer,TC00042,2025,2,February,2025-02
TT01007,U01618,CR00051,2025-09-15,37.89,Bank Transfer,TC00042,2025,9,September,2025-09
TT01008,U01618,CR00009,2025-08-27,0.0,PayPal,TC00042,2025,8,August,2025-08
TT01009,U01618,CR00026,2025-08-12,0.0,Bank Transfer,TC00042,2025,8,August,2025-08
TT01010,U01627,CR00021,2025-06-07,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01011,U01627,CR00033,2025-05-06,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT01012,U01627,CR00015,2025-05-09,285.05,Credit Card,TC00042,2025,5,May,2025-05
TT01013,U01627,CR00028,2025-01-14,0.78,Credit Card,TC00042,2025,1,January,2025-01
TT01014,U01628,CR00030,2025-10-25,0.0,PayPal,TC00042,2025,10,October,2025-10
TT01015,U01628,CR00060,2025-09-25,0.0,PayPal,TC00042,2025,9,September,2025-09
TT01016,U01628,CR00039,2025-08-08,346.71,Credit Card,TC00042,2025,8,August,2025-08
TT01017,U01635,CR00008,2025-05-13,0.0,PayPal,TC00042,2025,5,May,2025-05
TT01018,U01635,CR00034,2025-06-20,394.26,Credit Card,TC00040,2025,6,June,2025-06
TT01019,U01635,CR00060,2025-10-20,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT01020,U01637,CR00040,2025-06-11,327.99,Bank Transfer,TC00042,2025,6,June,2025-06
TT01021,U01637,CR00035,2025-07-28,0.0,Credit Card,TC00040,2025,7,July,2025-07
TT01022,U01637,CR00054,2025-09-16,0.0,Bank Transfer,TC00040,2025,9,September,2025-09
TT01023,U01637,CR00058,2025-02-14,0.0,PayPal,TC00040,2025,2,February,2025-02
TT01024,U01637,CR00001,2025-07-10,472.28,Credit Card,TC00042,2025,7,July,2025-07
TT01025,U01647,CR00037,2025-09-02,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01026,U01647,CR00033,2025-08-02,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT01027,U01647,CR00052,2025-09-01,0.0,Bank Transfer,TC00040,2025,9,September,2025-09
TT01028,U01647,CR00035,2025-12-10,0.0,Bank Transfer,TC00040,2025,12,December,2025-12
TT01029,U01649,CR00046,2025-08-17,248.1,PayPal,TC00040,2025,8,August,2025-08
TT01030,U01649,CR00050,2025-10-25,490.9,Credit Card,TC00042,2025,10,October,2025-10
TT01031,U01649,CR00014,2025-09-18,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01032,U01649,CR00031,2025-06-15,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01033,U01654,CR00049,2025-11-02,415.51,PayPal,TC00042,2025,11,November,2025-11
TT01034,U01654,CR00039,2025-01-07,346.71,PayPal,TC00040,2025,1,January,2025-01
TT01035,U01654,CR00010,2025-10-08,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT01036,U01654,CR00012,2025-02-07,487.92,Credit Card,TC00042,2025,2,February,2025-02
TT01037,U01656,CR00010,2025-12-03,0.0,Bank Transfer,TC00040,2025,12,December,2025-12
TT01038,U01656,CR00035,2025-02-12,0.0,Credit Card,TC00040,2025,2,February,2025-02
TT01039,U01656,CR00004,2025-10-07,0.0,Bank Transfer,TC00042,2025,10,October,2025-10
TT01040,U01656,CR00031,2025-04-21,0.0,PayPal,TC00040,2025,4,April,2025-04
TT01041,U01662,CR00054,2025-07-24,0.0,Bank Transfer,TC00040,2025,7,July,2025-07
TT01042,U01662,CR00049,2025-12-18,415.51,Bank Transfer,TC00042,2025,12,December,2025-12
TT01043,U01662,CR00045,2025-07-04,0.0,PayPal,TC00040,2025,7,July,2025-07
TT01044,U01662,CR00019,2025-11-20,0.0,Credit Card,TC00040,2025,11,November,2025-11
TT01045,U01666,CR00054,2025-01-10,0.0,Credit Card,TC00040,2025,1,January,2025-01
TT01046,U01666,CR00010,2025-06-25,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01047,U01666,CR00021,2025-12-09,0.0,Credit Card,TC00040,2025,12,December,2025-12
TT01048,U01671,CR00048,2025-06-10,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01049,U01671,CR00043,2025-12-19,0.0,PayPal,TC00040,2025,12,December,2025-12
TT01050,U01671,CR00005,2025-06-17,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01051,U01671,CR00058,2025-10-07,0.0,Credit Card,TC00042,2025,10,October,2025-10
TT01052,U01671,CR00015,2025-09-11,285.05,Credit Card,TC00040,2025,9,September,2025-09
TT01053,U01674,CR00009,2025-09-13,0.0,Credit Card,TC00040,2025,9,September,2025-09
TT01054,U01674,CR00058,2025-02-19,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT01055,U01674,CR00033,2025-11-26,0.0,PayPal,TC00040,2025,11,November,2025-11
TT01056,U01692,CR00055,2025-12-29,57.32,PayPal,TC00040,2025,12,December,2025-12
TT01057,U01692,CR00045,2025-10-14,0.0,PayPal,TC00040,2025,10,October,2025-10
TT01058,U01692,CR00026,2025-10-24,0.0,Bank Transfer,TC00042,2025,10,October,2025-10
TT01059,U01695,CR00019,2025-11-05,0.0,PayPal,TC00040,2025,11,November,2025-11
TT01060,U01695,CR00020,2025-11-26,0.0,Credit Card,TC00040,2025,11,November,2025-11
TT01061,U01702,CR00035,2025-06-09,0.0,Bank Transfer,TC00040,2025,6,June,2025-06
TT01062,U01702,CR00011,2025-02-01,326.02,Bank Transfer,TC00040,2025,2,February,2025-02
TT01063,U01702,CR00033,2025-11-16,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT01064,U01702,CR00052,2025-10-03,0.0,Bank Transfer,TC00042,2025,10,October,2025-10
TT01065,U01708,CR00037,2025-09-09,0.0,Credit Card,TC00042,2025,9,September,2025-09
TT01066,U01708,CR00011,2025-05-03,326.02,PayPal,TC00040,2025,5,May,2025-05
TT01067,U01708,CR00040,2025-03-05,327.99,Credit Card,TC00042,2025,3,March,2025-03
TT01068,U01708,CR00030,2025-09-17,0.0,Credit Card,TC00042,2025,9,September,2025-09
TT01069,U01708,CR00041,2025-10-08,53.86,Credit Card,TC00042,2025,10,October,2025-10
TT01070,U01720,CR00044,2025-09-14,119.04,Bank Transfer,TC00042,2025,9,September,2025-09
TT01071,U01720,CR00001,2025-01-11,472.28,Bank Transfer,TC00042,2025,1,January,2025-01
TT01072,U01720,CR00006,2025-12-28,276.37,PayPal,TC00042,2025,12,December,2025-12
TT01073,U01720,CR00003,2025-01-01,0.0,PayPal,TC00042,2025,1,January,2025-01
TT01074,U01721,CR00055,2025-07-30,57.32,Credit Card,TC00040,2025,7,July,2025-07
TT01075,U01721,CR00036,2025-05-03,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT01076,U01721,CR00014,2025-04-10,0.0,Credit Card,TC00040,2025,4,April,2025-04
TT01077,U01724,CR00059,2025-05-25,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT01078,U01724,CR00005,2025-11-24,0.0,Credit Card,TC00040,2025,11,November,2025-11
TT01079,U01724,CR00027,2025-12-20,0.0,PayPal,TC00042,2025,12,December,2025-12
TT01080,U01724,CR00032,2025-11-06,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT01081,U01724,CR00050,2025-02-28,490.9,Credit Card,TC00040,2025,2,February,2025-02
TT01082,U01726,CR00028,2025-12-26,0.78,Credit Card,TC00042,2025,12,December,2025-12
TT01083,U01726,CR00055,2025-06-17,57.32,PayPal,TC00040,2025,6,June,2025-06
TT01084,U01729,CR00050,2025-03-12,490.9,Credit Card,TC00040,2025,3,March,2025-03
TT01085,U01729,CR00039,2025-11-16,346.71,Bank Transfer,TC00042,2025,11,November,2025-11
TT01086,U01729,CR00007,2025-07-09,0.0,Credit Card,TC00040,2025,7,July,2025-07
TT01087,U01729,CR00042,2025-10-27,0.0,Bank Transfer,TC00042,2025,10,October,2025-10
TT01088,U01745,CR00060,2025-07-27,0.0,PayPal,TC00042,2025,7,July,2025-07
TT01089,U01745,CR00023,2025-11-15,0.0,PayPal,TC00040,2025,11,November,2025-11
TT01090,U01745,CR00022,2025-04-27,0.0,PayPal,TC00042,2025,4,April,2025-04
TT01091,U01745,CR00055,2025-10-24,57.32,Bank Transfer,TC00040,2025,10,October,2025-10
TT01092,U01746,CR00040,2025-12-01,327.99,Credit Card,TC00040,2025,12,December,2025-12
TT01093,U01746,CR00007,2025-05-26,0.0,Credit Card,TC00042,2025,5,May,2025-05
TT01094,U01746,CR00024,2025-10-30,117.68,Credit Card,TC00040,2025,10,October,2025-10
TT01095,U01746,CR00001,2025-09-26,472.28,PayPal,TC00040,2025,9,September,2025-09
TT01096,U01762,CR00007,2025-09-09,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01097,U01762,CR00011,2025-12-03,326.02,PayPal,TC00042,2025,12,December,2025-12
TT01098,U01762,CR00018,2025-07-14,0.0,PayPal,TC00042,2025,7,July,2025-07
TT01099,U01762,CR00048,2025-08-23,0.0,Credit Card,TC00040,2025,8,August,2025-08
TT01100,U01773,CR00054,2025-10-03,0.0,PayPal,TC00042,2025,10,October,2025-10
TT01101,U01773,CR00015,2025-04-07,285.05,PayPal,TC00042,2025,4,April,2025-04
TT01102,U01773,CR00051,2025-01-21,37.89,PayPal,TC00040,2025,1,January,2025-01
TT01103,U01773,CR00045,2025-11-11,0.0,PayPal,TC00042,2025,11,November,2025-11
TT01104,U01773,CR00001,2025-11-06,472.28,PayPal,TC00042,2025,11,November,2025-11
TT01105,U01786,CR00043,2025-01-25,0.0,PayPal,TC00040,2025,1,January,2025-01
TT01106,U01786,CR00036,2025-08-07,0.0,PayPal,TC00042,2025,8,August,2025-08
TT01107,U01786,CR00008,2025-05-06,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT01108,U01786,CR00050,2025-07-07,490.9,PayPal,TC00042,2025,7,July,2025-07
TT01109,U01789,CR00003,2025-11-01,0.0,Credit Card,TC00042,2025,11,November,2025-11
TT01110,U01789,CR00054,2025-03-04,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT01111,U01789,CR00001,2025-08-07,472.28,Credit Card,TC00040,2025,8,August,2025-08
TT01112,U01789,CR00055,2025-09-05,57.32,PayPal,TC00042,2025,9,September,2025-09
TT01113,U01795,CR00049,2025-04-11,415.51,Credit Card,TC00042,2025,4,April,2025-04
TT01114,U01795,CR00048,2025-12-02,0.0,PayPal,TC00042,2025,12,December,2025-12
TT01115,U01795,CR00019,2025-06-29,0.0,Credit Card,TC00042,2025,6,June,2025-06
TT01116,U01805,CR00013,2025-02-06,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT01117,U01805,CR00022,2025-08-10,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT01118,U01805,CR00053,2025-03-05,0.0,PayPal,TC00042,2025,3,March,2025-03
TT01119,U01805,CR00037,2025-09-05,0.0,Credit Card,TC00040,2025,9,September,2025-09
TT01120,U01809,CR00058,2025-03-11,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT01121,U01809,CR00034,2025-12-18,394.26,PayPal,TC00040,2025,12,December,2025-12
TT01122,U01809,CR00037,2025-03-25,0.0,Credit Card,TC00042,2025,3,March,2025-03
TT01123,U01809,CR00050,2025-11-06,490.9,Bank Transfer,TC00040,2025,11,November,2025-11
TT01124,U01809,CR00030,2025-12-13,0.0,PayPal,TC00042,2025,12,December,2025-12
TT01125,U01810,CR00039,2025-05-10,346.71,PayPal,TC00042,2025,5,May,2025-05
TT01126,U01810,CR00050,2025-10-10,490.9,Bank Transfer,TC00040,2025,10,October,2025-10
TT01127,U01810,CR00012,2025-12-22,487.92,Credit Card,TC00042,2025,12,December,2025-12
TT01128,U01810,CR00054,2025-12-16,0.0,Bank Transfer,TC00042,2025,12,December,2025-12
TT01129,U01810,CR00010,2025-07-22,0.0,PayPal,TC00042,2025,7,July,2025-07
TT01130,U01812,CR00025,2025-04-09,299.57,Bank Transfer,TC00040,2025,4,April,2025-04
TT01131,U01812,CR00060,2025-11-22,0.0,Bank Transfer,TC00042,2025,11,November,2025-11
TT01132,U01812,CR00005,2025-05-02,0.0,Credit Card,TC00042,2025,5,May,2025-05
TT01133,U01812,CR00038,2025-12-24,342.61,PayPal,TC00040,2025,12,December,2025-12
TT01134,U01812,CR00042,2025-11-18,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT01135,U01820,CR00007,2025-09-09,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01136,U01820,CR00022,2025-07-09,0.0,PayPal,TC00042,2025,7,July,2025-07
TT01137,U01820,CR00046,2025-06-14,248.1,PayPal,TC00042,2025,6,June,2025-06
TT01138,U01820,CR00012,2025-01-13,487.92,PayPal,TC00042,2025,1,January,2025-01
TT01139,U01820,CR00038,2025-12-06,342.61,Bank Transfer,TC00040,2025,12,December,2025-12
TT01140,U01822,CR00044,2025-10-10,119.04,PayPal,TC00042,2025,10,October,2025-10
TT01141,U01822,CR00058,2025-04-02,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT01142,U01822,CR00043,2025-08-11,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT01143,U01822,CR00027,2025-03-11,0.0,Credit Card,TC00042,2025,3,March,2025-03
TT01144,U01822,CR00029,2025-03-03,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT01145,U01825,CR00059,2025-05-04,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT01146,U01825,CR00045,2025-09-06,0.0,Bank Transfer,TC00040,2025,9,September,2025-09
TT01147,U01825,CR00029,2025-03-06,0.0,Credit Card,TC00042,2025,3,March,2025-03
TT01148,U01840,CR00055,2025-01-22,57.32,PayPal,TC00042,2025,1,January,2025-01
TT01149,U01840,CR00037,2025-05-03,0.0,PayPal,TC00040,2025,5,May,2025-05
TT01150,U01840,CR00015,2025-04-25,285.05,PayPal,TC00040,2025,4,April,2025-04
TT01151,U01840,CR00028,2025-05-02,0.78,PayPal,TC00042,2025,5,May,2025-05
TT01152,U01842,CR00048,2025-07-04,0.0,PayPal,TC00040,2025,7,July,2025-07
TT01153,U01842,CR00001,2025-04-11,472.28,PayPal,TC00042,2025,4,April,2025-04
TT01154,U01842,CR00020,2025-07-11,0.0,Credit Card,TC00040,2025,7,July,2025-07
TT01155,U01854,CR00051,2025-07-30,37.89,Credit Card,TC00042,2025,7,July,2025-07
TT01156,U01854,CR00023,2025-01-09,0.0,Credit Card,TC00040,2025,1,January,2025-01
TT01157,U01854,CR00020,2025-01-27,0.0,PayPal,TC00042,2025,1,January,2025-01
TT01158,U01854,CR00042,2025-03-04,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT01159,U01867,CR00020,2025-05-20,0.0,Bank Transfer,TC00042,2025,5,May,2025-05
TT01160,U01867,CR00054,2025-08-23,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT01161,U01867,CR00047,2025-06-08,89.59,PayPal,TC00040,2025,6,June,2025-06
TT01162,U01871,CR00008,2025-08-19,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT01163,U01871,CR00037,2025-03-21,0.0,PayPal,TC00042,2025,3,March,2025-03
TT01164,U01871,CR00049,2025-09-21,415.51,Bank Transfer,TC00042,2025,9,September,2025-09
TT01165,U01871,CR00007,2025-05-22,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT01166,U01872,CR00040,2025-01-30,327.99,PayPal,TC00040,2025,1,January,2025-01
TT01167,U01872,CR00042,2025-05-17,0.0,Bank Transfer,TC00042,2025,5,May,2025-05
TT01168,U01872,CR00023,2025-06-09,0.0,Credit Card,TC00042,2025,6,June,2025-06
TT01169,U01876,CR00035,2025-09-25,0.0,Bank Transfer,TC00040,2025,9,September,2025-09
TT01170,U01876,CR00003,2025-03-03,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT01171,U01876,CR00053,2025-07-13,0.0,PayPal,TC00042,2025,7,July,2025-07
TT01172,U01876,CR00033,2025-06-04,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT01173,U01876,CR00013,2025-02-13,0.0,PayPal,TC00040,2025,2,February,2025-02
TT01174,U01877,CR00019,2025-09-15,0.0,Credit Card,TC00042,2025,9,September,2025-09
TT01175,U01877,CR00039,2025-09-26,346.71,Bank Transfer,TC00040,2025,9,September,2025-09
TT01176,U01877,CR00059,2025-08-19,0.0,Credit Card,TC00040,2025,8,August,2025-08
TT01177,U01879,CR00012,2025-06-25,487.92,Credit Card,TC00042,2025,6,June,2025-06
TT01178,U01879,CR00015,2025-05-15,285.05,PayPal,TC00040,2025,5,May,2025-05
TT01179,U01879,CR00025,2025-01-28,299.57,Credit Card,TC00040,2025,1,January,2025-01
TT01180,U01879,CR00010,2025-09-12,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01181,U01879,CR00045,2025-07-10,0.0,Credit Card,TC00040,2025,7,July,2025-07
TT01182,U01893,CR00004,2025-04-15,0.0,PayPal,TC00040,2025,4,April,2025-04
TT01183,U01893,CR00057,2025-07-28,177.34,Credit Card,TC00040,2025,7,July,2025-07
TT01184,U01893,CR00060,2025-03-22,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT01185,U01896,CR00026,2025-01-24,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT01186,U01896,CR00020,2025-09-21,0.0,PayPal,TC00040,2025,9,September,2025-09
TT01187,U01896,CR00034,2025-01-08,394.26,PayPal,TC00040,2025,1,January,2025-01
TT01188,U01896,CR00033,2025-07-15,0.0,Bank Transfer,TC00040,2025,7,July,2025-07
TT01189,U01900,CR00011,2025-04-06,326.02,Bank Transfer,TC00040,2025,4,April,2025-04
TT01190,U01900,CR00022,2025-10-16,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT01191,U01900,CR00039,2025-02-12,346.71,PayPal,TC00042,2025,2,February,2025-02
TT01192,U01903,CR00046,2025-04-17,248.1,PayPal,TC00042,2025,4,April,2025-04
TT01193,U01903,CR00040,2025-11-03,327.99,PayPal,TC00042,2025,11,November,2025-11
TT01194,U01903,CR00048,2025-08-01,0.0,Credit Card,TC00042,2025,8,August,2025-08
