UserID,UserName,Age,AgeGroup,Gender,EnrollmentCount
U00674,stephen71,21,18–25,Male,1
U00675,hollandashley,20,18–25,Female,1
U00676,qwilliams,32,26–35,Male,2
U00677,jodynolan,35,26–35,Female,1
U00678,brooksheather,33,26–35,Female,1
U00679,morganscott,28,26–35,Male,1
U00680,patricia23,35,26–35,Female,1
U00681,mary67,32,26–35,Male,2
U00682,moneill,33,26–35,Male,1
U00683,fernandeznathan,20,18–25,Female,1
U00684,kennethjohnston,28,26–35,Female,3
U00685,nwashington,29,26–35,Female,1
U00686,kjohnson,35,26–35,Female,1
U00687,richard03,29,26–35,Female,15
U00688,cassandra27,30,26–35,Female,2
U00689,mary45,19,18–25,Female,2
U00690,chad34,29,26–35,Female,1
U00691,bthompson,16,<18,Female,1
U00692,ramirezcarol,27,26–35,Male,1
U00693,sawyerjustin,35,26–35,Female,1
U00694,gthompson,33,26–35,Female,1
U00695,escobardaniel,31,26–35,Female,1
U00696,edwardbryant,25,18–25,Male,1
U00697,rebekah50,32,26–35,Female,1
U00698,petersonkaren,32,26–35,Female,2
U00699,noah18,20,18–25,Male,2
U00700,amyarnold,25,18–25,Male,1
U00701,alexis83,32,26–35,Male,14
U00702,robertwashington,22,18–25,Female,3
U00703,traviswilson,32,26–35,Female,3
U00704,veronica98,30,26–35,Male,13
U00705,lynnburke,15,<18,Male,1
U00706,jonesmary,21,18–25,Male,2
U00707,eric25,29,26–35,Male,1
U00708,rodney07,29,26–35,Female,1
U00709,ygregory,23,18–25,Female,14
U00710,virginia47,19,18–25,Male,1
U00711,ataylor,27,26–35,Male,2
U00712,wendybrown,27,26–35,Female,2
U00713,joseph60,17,<18,Female,1
U00714,curtissmith,25,18–25,Male,3
U00715,teresalynn,25,18–25,Female,1
U00716,victoriawalter,29,26–35,Male,4
U00717,michaeljohnson,34,26–35,Female,1
U00718,christopher99,27,26–35,Female,2
U00719,diazlinda,25,18–25,Female,1
U00720,coleashley,17,<18,Female,1
U00721,adavenport,20,18–25,Female,1
U00722,smontgomery,16,<18,Female,3
U00723,tcolon,35,26–35,Male,14
U00724,elizabeth68,16,<18,Female,15
U00725,martinbarbara,28,26–35,Female,1
U00726,ssanchez,26,26–35,Female,1
U00727,jeffreystewart,33,26–35,Female,4
U00728,teresa67,17,<18,Male,1
U00729,vsmith,30,26–35,Male,2
U00730,nbuckley,30,26–35,Male,2
U00731,duane21,16,<18,Male,2
U00732,andrew96,22,18–25,Male,1
U00733,evansjill,28,26–35,Female,1
U00734,georgemartin,20,18–25,Male,4
U00735,brian79,17,<18,Male,2
U00736,yarmstrong,19,18–25,Female,1
U00737,david99,18,18–25,Male,2
U00738,kevin65,29,26–35,Female,3
U00739,robinsonaaron,25,18–25,Female,1
U00740,lrodgers,34,26–35,Female,1
U00741,joseph57,33,26–35,Female,4
U00742,sthomas,29,26–35,Male,1
U00743,kchandler,19,18–25,Male,4
U00744,susan70,15,<18,Male,1
U00745,colemanshannon,29,26–35,Female,2
U00746,brianwright,28,26–35,Male,2
U00747,scruz,28,26–35,Female,1
U00748,gyang,30,26–35,Female,2
U00749,suarezjason,18,18–25,Male,1
U00750,brittany20,23,18–25,Female,1
U00751,alex00,19,18–25,Male,1
U00752,gregoryramirez,30,26–35,Male,13
U00753,fallen,28,26–35,Male,2
U00754,wchapman,33,26–35,Male,1
U00755,fnelson,31,26–35,Male,1
U00756,gloverronald,33,26–35,Female,1
U00757,greghiggins,22,18–25,Female,1
U00758,jacobcherry,16,<18,Male,1
U00759,jerryfuentes,22,18–25,Male,1
U00760,donnahudson,21,18–25,Female,13
U00761,vthomas,31,26–35,Male,1
U00762,marieboyd,22,18–25,Female,1
U00763,ccook,16,<18,Male,1
U00764,millerjay,18,18–25,Male,2
U00765,carrillonathaniel,31,26–35,Female,11
U00766,rebecca41,31,26–35,Female,3
U00767,iestes,16,<18,Female,14
U00768,castilloallen,19,18–25,Male,2
U00769,nicholaswatkins,16,<18,Female,1
U00770,pnorris,29,26–35,Male,1
U00771,ashley15,18,18–25,Male,1
U00772,lindseylawson,24,18–25,Female,13
U00773,tlewis,25,18–25,Female,1
U00774,qarmstrong,27,26–35,Male,1
U00775,timothy66,29,26–35,Female,14
U00776,smithgloria,26,26–35,Female,1
U00777,donaldcastillo,29,26–35,Male,4
U00778,darrencarey,33,26–35,Male,2
U00779,vargasemily,24,18–25,Female,1
U00780,christopherduran,32,26–35,Female,1
U00781,lucasnorman,18,18–25,Female,1
U00782,hholt,25,18–25,Male,1
U00783,joliver,35,26–35,Female,2
U00784,obrienjessica,22,18–25,Female,2
U00785,fisherkathryn,17,<18,Female,1
U00786,johnobrien,32,26–35,Female,13
U00787,alexisjones,29,26–35,Female,9
U00788,dalton45,24,18–25,Male,2
U00789,edwardbishop,17,<18,Female,2
U00790,weekssamuel,16,<18,Female,2
U00791,ggibbs,34,26–35,Female,2
U00792,ralphrobertson,20,18–25,Male,1
U00793,jasonchapman,19,18–25,Male,4
U00794,zperkins,23,18–25,Female,2
U00795,pkent,34,26–35,Female,3
U00796,belljacob,22,18–25,Female,2
U00797,djohnson,20,18–25,Male,3
U00798,phillipgarza,19,18–25,Female,1
U00799,danielle30,26,26–35,Female,2
U00800,denniskara,29,26–35,Female,2
U00801,pmorse,32,26–35,Female,2
U00802,garciabradley,31,26–35,Male,2
U00803,vyoung,26,26–35,Male,3
U00804,alexander76,24,18–25,Female,2
U00805,shelly99,18,18–25,Female,1
U00806,hollowaybrian,27,26–35,Male,1
U00807,mark87,35,26–35,Female,1
U00808,randalljensen,27,26–35,Female,1
U00809,terrismith,24,18–25,Male,1
U00810,nshort,28,26–35,Male,1
U00811,rachel13,25,18–25,Female,3
U00812,greenbradley,24,18–25,Female,3
U00813,oberg,33,26–35,Male,4
U00814,dana01,21,18–25,Female,1
U00815,blevinskenneth,17,<18,Male,2
U00816,nortonjennifer,34,26–35,Male,3
U00817,xwilkins,35,26–35,Female,1
U00818,josephthornton,20,18–25,Female,1
U00819,macdonaldbarry,28,26–35,Female,14
U00820,rhunt,31,26–35,Female,3
U00821,sarawashington,23,18–25,Male,13
U00822,iweber,35,26–35,Female,1
U00823,burgessashley,22,18–25,Male,1
U00824,mary48,27,26–35,Male,1
U00825,odavis,26,26–35,Male,3
U00826,jamespatel,16,<18,Male,1
U00827,joshua59,26,26–35,Female,2
U00828,tanya22,25,18–25,Male,3
U00829,hthomas,22,18–25,Male,16
U00830,cookreginald,26,26–35,Female,1
U00831,stephanie39,18,18–25,Male,2
U00832,chumphrey,20,18–25,Female,1
U00833,anna24,32,26–35,Female,3
U00834,connor47,30,26–35,Male,1
U00835,jonesnatalie,33,26–35,Female,1
U00836,vlee,29,26–35,Female,15
U00837,summersbenjamin,28,26–35,Male,4
U00838,johnmclean,25,18–25,Female,12
U00839,richardgonzales,33,26–35,Male,1
U00840,kristen96,18,18–25,Male,3
U00841,potterchristine,29,26–35,Female,1
U00842,johnsonmichael,21,18–25,Female,2
U00843,danielrivera,21,18–25,Male,1
U00844,bellnicholas,26,26–35,Male,1
U00845,larry84,25,18–25,Female,1
U00846,geraldbrown,16,<18,Male,1
U00847,cscott,23,18–25,Male,1
U00848,wlindsey,28,26–35,Male,4
U00849,patrick51,20,18–25,Male,2
U00850,christopheradams,26,26–35,Male,15
U00851,jamesandersen,21,18–25,Male,1
U00852,scottgoodman,23,18–25,Male,13
U00853,qhancock,24,18–25,Male,2
U00854,jeffery46,28,26–35,Male,2
U00855,cmoody,15,<18,Female,1
U00856,jeffreyosborne,21,18–25,Female,1
U00857,rjohnson,15,<18,Male,1
U00858,hperez,20,18–25,Male,15
U00859,connie76,22,18–25,Male,1
U00860,charlesromero,23,18–25,Female,1
U00861,cjones,22,18–25,Female,1
U00862,ucampbell,18,18–25,Female,1
U00863,carlachambers,23,18–25,Female,1
U00864,taralucas,22,18–25,Female,1
U00865,ynguyen,27,26–35,Male,1
U00866,kevinbryant,30,26–35,Male,1
U00867,kadams,30,26–35,Male,1
U00868,brookelester,16,<18,Female,1
U00869,kathy66,19,18–25,Male,1
U00870,sarah55,22,18–25,Male,15
U00871,harrisangel,26,26–35,Male,2
U00872,leonard49,27,26–35,Male,1
U00873,nicholas43,28,26–35,Male,1
U00874,daniel14,25,18–25,Male,12
U00875,lauren47,23,18–25,Male,1
U00876,steven86,27,26–35,Male,14
U00877,brian68,35,26–35,Male,1
U00878,gregory34,31,26–35,Male,1
U00879,andrea15,18,18–25,Female,3
U00880,burnettjennifer,15,<18,Male,1
U00881,jayala,34,26–35,Female,16
U00882,tyrone43,34,26–35,Female,1
U00883,brittany87,27,26–35,Female,3
U00884,davenportjerome,19,18–25,Male,1
U00885,moralessherri,28,26–35,Female,1
U00886,brenda56,22,18–25,Female,2
U00887,joseph48,17,<18,Male,1
U00888,ywright,15,<18,Male,4
U00889,robbinscatherine,31,26–35,Female,1
U00890,jacobscharles,31,26–35,Female,2
U00891,christopher59,28,26–35,Female,2
U00892,joneskayla,35,26–35,Male,4
U00893,dwillis,15,<18,Male,12
U00894,edwardsjared,28,26–35,Female,3
U00895,seanlambert,15,<18,Male,4
U00896,calvindavis,29,26–35,Female,4
U00897,zmarshall,20,18–25,Male,1
U00898,michelleramos,24,18–25,Female,12
U00899,hallbrian,19,18–25,Male,1
U00900,kochshannon,26,26–35,Female,2
U00901,adam68,23,18–25,Female,1
U00902,jacobscameron,29,26–35,Male,2
U00903,rojasjames,29,26–35,Female,13
U00904,kristen47,16,<18,Female,1
U00905,llawrence,15,<18,Male,1
U00906,nicholsonkaren,34,26–35,Female,1
U00907,pachecomary,23,18–25,Female,12
U00908,tommywilkinson,16,<18,Female,1
U00909,kristinevance,35,26–35,Female,1
U00910,ramirezaaron,20,18–25,Female,3
U00911,qallen,15,<18,Female,10
U00912,anthony80,28,26–35,Male,1
U00913,boyerjoseph,35,26–35,Female,1
U00914,goodwinmichelle,22,18–25,Male,1
U00915,phillipssean,24,18–25,Female,13
U00916,donnacarlson,20,18–25,Male,1
U00917,tylersheppard,28,26–35,Female,15
U00918,maddoxmichael,35,26–35,Male,1
U00919,kwheeler,28,26–35,Male,14
U00920,robertortiz,18,18–25,Female,1
U00921,nharris,26,26–35,Male,1
U00922,rwilliams,31,26–35,Female,2
U00923,scott83,29,26–35,Female,3
U00924,grahammary,34,26–35,Male,1
U00925,tjackson,31,26–35,Male,2
U00926,debbie38,32,26–35,Male,2
U00927,kbowman,26,26–35,Male,2
U00928,uleon,33,26–35,Female,12
U00929,taylortiffany,25,18–25,Female,4
U00930,joe26,34,26–35,Male,3
U00931,pgrant,31,26–35,Male,1
U00932,yolandamckinney,21,18–25,Male,1
U00933,rebeccagrant,27,26–35,Female,1
U00934,clarkamanda,15,<18,Female,1
U00935,andrew43,16,<18,Female,1
U00936,markmcbride,30,26–35,Female,1
U00937,kimberly76,35,26–35,Male,1
U00938,kellylevy,30,26–35,Male,1
U00939,regina72,18,18–25,Male,1
U00940,bhughes,15,<18,Female,1
U00941,riceemily,20,18–25,Female,2
U00942,greeves,21,18–25,Male,1
U00943,patrickevans,21,18–25,Female,2
U00944,mcdowellrichard,28,26–35,Female,1
U00945,meganaguilar,27,26–35,Female,1
U00946,cobbrebecca,20,18–25,Female,1
U00947,phillipsthomas,31,26–35,Female,1
U00948,jenna85,34,26–35,Male,3
U00949,andersondaniel,16,<18,Male,4
U00950,loricruz,33,26–35,Female,1
U00951,perkinsian,15,<18,Male,2
U00952,fullerlaura,22,18–25,Female,2
U00953,lindsay67,31,26–35,Male,3
U00954,emily45,21,18–25,Female,2
U00955,howardfranco,35,26–35,Female,3
U00956,sarahwilliams,21,18–25,Female,1
U00957,courtneyspence,22,18–25,Male,3
U00958,vanessa84,28,26–35,Female,2
U00959,jillianbenitez,22,18–25,Male,13
U00960,zdominguez,17,<18,Male,1
U00961,yodervalerie,31,26–35,Male,14
U00962,mullenraven,20,18–25,Male,1
U00963,xespinoza,20,18–25,Female,2
U00964,melissa75,16,<18,Female,1
U00965,alexanderhart,34,26–35,Female,1
U00966,don65,23,18–25,Female,1
U00967,haledalton,15,<18,Male,14
U00968,wmartin,21,18–25,Male,2
U00969,kevin31,29,26–35,Male,1
U00970,lcollins,18,18–25,Male,1
U00971,xhicks,19,18–25,Female,3
U00972,dross,27,26–35,Female,4
U00973,robertsnicolas,22,18–25,Male,1
U00974,qcraig,31,26–35,Male,1
U00975,kroman,35,26–35,Female,1
U00976,johnsonchristopher,30,26–35,Male,12
U00977,mrubio,33,26–35,Female,1
U00978,hgonzalez,18,18–25,Male,1
U00979,berryjohn,16,<18,Female,3
U00980,oliverwayne,17,<18,Male,1
U00981,vbryant,34,26–35,Male,13
U00982,austinandrea,27,26–35,Female,1
U00983,richardrhodes,26,26–35,Female,1
U00984,ilambert,27,26–35,Male,1
U00985,sara25,21,18–25,Male,1
U00986,crystalharris,25,18–25,Male,2
U00987,jonathanhanson,27,26–35,Female,1
U00988,haley70,21,18–25,Female,1
U00989,dillonmatthew,26,26–35,Male,12
U00990,nunezsandra,20,18–25,Male,1
U00991,fernandezkristen,30,26–35,Male,1
U00992,achase,22,18–25,Female,4
U00993,jamesarnold,17,<18,Male,1
U00994,chaneyjeremy,29,26–35,Female,1
U00995,yholloway,27,26–35,Female,2
U00996,jon28,24,18–25,Male,1
U00997,vmyers,34,26–35,Female,15
U00998,brendarogers,18,18–25,Male,2
U00999,tshaffer,33,26–35,Female,1
U01000,tara10,16,<18,Female,12
U01001,matthewrobertson,18,18–25,Male,1
U01002,paul47,19,18–25,Male,1
U01003,james19,35,26–35,Male,1
U01004,albertbell,16,<18,Female,1
U01005,zshelton,19,18–25,Male,1
U01006,youngcolleen,19,18–25,Male,2
U01007,thompsonalicia,30,26–35,Male,1
U01008,julie04,18,18–25,Male,2
U01009,jessicamorrow,15,<18,Female,1
U01010,staceybrown,35,26–35,Female,1
U01011,uarnold,18,18–25,Male,1
U01012,aolson,35,26–35,Female,1
U01013,pcook,22,18–25,Male,3
U01014,jessicalong,17,<18,Male,3
U01015,coledennis,29,26–35,Male,15
U01016,nwright,27,26–35,Female,2
U01017,dhernandez,21,18–25,Female,2
U01018,shannonrobertson,23,18–25,Female,1
U01019,monique55,27,26–35,Male,1
U01020,vwhitehead,28,26–35,Male,12
U01021,richardmendez,29,26–35,Female,2
U01022,butlerjessica,17,<18,Male,13
U01023,eford,18,18–25,Male,2
U01024,yandersen,17,<18,Female,3
U01025,tyronepham,34,26–35,Male,1
U01026,montescrystal,33,26–35,Female,1
U01027,candice51,32,26–35,Male,2
U01028,gchapman,23,18–25,Female,2
U01029,mooneyjoseph,15,<18,Male,1
U01030,jkennedy,23,18–25,Female,1
U01031,vasquezsarah,15,<18,Male,13
U01032,brownvanessa,16,<18,Male,14
U01033,dsampson,30,26–35,Male,13
U01034,thomas88,18,18–25,Female,12
U01035,robert02,33,26–35,Male,3
U01036,johnwatson,35,26–35,Male,1
U01037,jeremy46,32,26–35,Female,1
U01038,tanya50,33,26–35,Male,1
U01039,zellis,21,18–25,Female,1
U01040,ecook,21,18–25,Female,1
U01041,nortontiffany,23,18–25,Female,1
U01042,xjohnson,26,26–35,Male,1
U01043,howardtammie,19,18–25,Female,4
U01044,kwhite,31,26–35,Female,1
U01045,brandonperkins,32,26–35,Female,2
U01046,ijordan,28,26–35,Female,1
U01047,sarah46,29,26–35,Female,1
U01048,hwilliams,16,<18,Female,1
U01049,sramirez,34,26–35,Male,2
U01050,charlotte36,25,18–25,Female,1
U01051,fmanning,18,18–25,Female,2
U01052,villakenneth,22,18–25,Female,2
U01053,gonzalesmatthew,26,26–35,Female,1
U01054,jason85,20,18–25,Female,2
U01055,gloria53,22,18–25,Female,1
U01056,heather91,15,<18,Male,2
U01057,mcdowellaudrey,33,26–35,Male,1
U01058,jon17,34,26–35,Female,2
U01059,john53,30,26–35,Male,1
U01060,edwin85,34,26–35,Female,1
U01061,akemp,22,18–25,Female,2
U01062,kellerkaren,22,18–25,Female,1
U01063,djones,31,26–35,Female,1
U01064,nfields,26,26–35,Female,2
U01065,stewartdavid,15,<18,Male,4
U01066,jennifer14,19,18–25,Female,12
U01067,kcurry,17,<18,Male,1
U01068,amercer,32,26–35,Female,2
U01069,jonyoung,35,26–35,Male,1
U01070,mark45,32,26–35,Male,1
U01071,stonecheryl,19,18–25,Female,2
U01072,monica52,32,26–35,Male,1
U01073,kristinrivera,23,18–25,Male,2
U01074,dfoster,26,26–35,Female,1
U01075,rachel61,17,<18,Male,2
U01076,michaelcarr,20,18–25,Male,1
U01077,morenosarah,24,18–25,Female,2
U01078,daniel49,27,26–35,Male,2
U01079,jeffreyallen,21,18–25,Male,13
U01080,ashley40,30,26–35,Female,1
U01081,unewman,26,26–35,Female,1
U01082,harristimothy,25,18–25,Male,1
U01083,markmoore,29,26–35,Male,15
U01084,pwright,24,18–25,Male,13
U01085,bmosley,26,26–35,Female,2
U01086,zhensley,29,26–35,Female,1
U01087,colerobert,19,18–25,Male,1
U01088,paigeryan,21,18–25,Male,2
U01089,stewartdrew,17,<18,Female,1
U01090,lhubbard,25,18–25,Female,2
U01091,lisa81,29,26–35,Female,2
U01092,ureese,34,26–35,Female,15
U01093,vharris,23,18–25,Female,1
U01094,davidmolina,30,26–35,Male,2
U01095,kathleenrios,21,18–25,Female,1
U01096,karen44,18,18–25,Male,16
U01097,aaronhinton,29,26–35,Female,1
U01098,robert85,17,<18,Female,4
U01099,joyweaver,35,26–35,Female,1
U01100,zparrish,24,18–25,Female,3
U01101,nicole06,33,26–35,Male,1
U01102,brian27,23,18–25,Female,2
U01103,ywheeler,22,18–25,Male,4
U01104,russellbryant,29,26–35,Male,1
U01105,brownsusan,27,26–35,Male,1
U01106,johnsjulie,31,26–35,Male,1
U01107,chris50,30,26–35,Female,1
U01108,stoneandrew,16,<18,Male,4
U01109,christopher92,24,18–25,Female,1
U01110,garrettbrandi,23,18–25,Female,2
U01111,fitzgeraldmarie,31,26–35,Male,1
U01112,brownbrian,24,18–25,Female,1
U01113,gdavis,22,18–25,Female,1
U01114,ericksonedward,32,26–35,Male,1
U01115,nmartinez,18,18–25,Male,1
U01116,wgomez,21,18–25,Female,1
U01117,brian45,23,18–25,Female,1
U01118,elliottjoseph,31,26–35,Male,1
U01119,bswanson,17,<18,Female,1
U01120,ashleymarshall,35,26–35,Female,1
U01121,qmcintyre,20,18–25,Male,1
U01122,kathrynsutton,29,26–35,Female,2
U01123,garzamichael,29,26–35,Female,15
U01124,vgill,30,26–35,Female,3
U01125,sandracruz,32,26–35,Female,2
U01126,xdaniels,15,<18,Male,2
U01127,amanda40,28,26–35,Female,3
U01128,vthompson,31,26–35,Female,2
U01129,robertvillegas,28,26–35,Female,1
U01130,calebmclaughlin,28,26–35,Male,1
U01131,jmartinez,25,18–25,Male,3
U01132,sandrabrown,27,26–35,Female,4
U01133,mlee,35,26–35,Female,1
U01134,cameron67,19,18–25,Female,3
U01135,joseph79,22,18–25,Male,1
U01136,carlmcclain,35,26–35,Male,1
U01137,jacobkerr,28,26–35,Female,2
U01138,xrowland,22,18–25,Female,1
U01139,corey88,22,18–25,Female,1
U01140,matthew95,29,26–35,Female,1
U01141,montoyabenjamin,17,<18,Female,1
U01142,monicastevenson,27,26–35,Male,2
U01143,michealwhite,31,26–35,Male,14
U01144,fsanders,29,26–35,Female,2
U01145,hfields,15,<18,Female,1
U01146,ibrown,15,<18,Male,13
U01147,wendy58,15,<18,Male,1
U01148,michaela68,28,26–35,Male,2
U01149,jbrown,26,26–35,Female,4
U01150,nicholeellis,20,18–25,Male,1
U01151,jjimenez,28,26–35,Female,14
U01152,penalisa,34,26–35,Male,1
U01153,stevenbarron,15,<18,Female,1
U01154,joanna92,24,18–25,Male,2
U01155,juan00,32,26–35,Female,4
U01156,roblesjeremy,30,26–35,Male,2
U01157,elizabeth72,31,26–35,Female,4
U01158,zachary52,35,26–35,Male,12
U01159,marissaherrera,26,26–35,Female,1
U01160,jbrewer,15,<18,Female,4
U01161,owensteresa,33,26–35,Male,1
U01162,jacksonspencer,19,18–25,Female,1
U01163,melissabrown,24,18–25,Male,13
U01164,estone,25,18–25,Female,1
U01165,janice83,24,18–25,Male,2
U01166,gcantu,21,18–25,Male,2
U01167,manuelmcdowell,16,<18,Female,11
U01168,dawn22,27,26–35,Female,1
U01169,monicasantos,31,26–35,Female,1
U01170,dwashington,27,26–35,Female,14
U01171,smayo,19,18–25,Male,1
U01172,todd75,30,26–35,Male,3
U01173,cwheeler,26,26–35,Female,3
U01174,denise08,15,<18,Female,1
U01175,melissa04,20,18–25,Female,1
U01176,hooverrobert,20,18–25,Male,3
U01177,keith32,16,<18,Male,13
U01178,michaelholden,21,18–25,Female,2
U01179,alan43,31,26–35,Female,2
U01180,crawfordcarol,18,18–25,Male,13
U01181,zgonzalez,27,26–35,Female,1
U01182,masoncynthia,25,18–25,Female,3
U01183,rogeradams,21,18–25,Female,2
U01184,lopezmackenzie,31,26–35,Male,1
U01185,kdavis,28,26–35,Male,2
U01186,ronaldjohnson,34,26–35,Male,1
U01187,zvasquez,35,26–35,Female,1
U01188,hudsonmelinda,24,18–25,Male,1
U01189,keaton,28,26–35,Male,1
U01190,paulperez,31,26–35,Male,1
U01191,ygray,28,26–35,Female,1
U01192,sarahhampton,20,18–25,Female,1
U01193,tanya85,20,18–25,Female,2
U01194,timothy82,32,26–35,Female,1
U01195,cmurray,23,18–25,Male,1
U01196,mosleychelsea,21,18–25,Female,2
U01197,sharon57,28,26–35,Male,14
U01198,jeffrey72,33,26–35,Female,1
U01199,theresa94,17,<18,Female,1
U01200,phamilton,15,<18,Female,1
U01201,burtonbryan,28,26–35,Male,1
U01202,heidicampos,29,26–35,Female,1
U01203,jared15,15,<18,Male,16
U01204,johnny06,17,<18,Female,3
U01205,vanessagray,27,26–35,Male,2
U01206,seancastaneda,15,<18,Female,1
U01207,rachel72,30,26–35,Female,1
U01208,kimwilliam,27,26–35,Female,1
U01209,maria58,20,18–25,Male,2
U01210,lwheeler,22,18–25,Female,1
U01211,xsaunders,32,26–35,Female,1
U01212,choimichelle,18,18–25,Female,1
U01213,vmathews,20,18–25,Female,1
U01214,twilliams,31,26–35,Female,1
U01215,jessicaboyer,15,<18,Female,1
U01216,robertserin,15,<18,Male,1
U01217,lowerysuzanne,25,18–25,Female,1
U01218,wagnerhenry,34,26–35,Male,1
U01219,christina30,16,<18,Male,1
U01220,jessicamiranda,29,26–35,Female,1
U01221,leonardholmes,32,26–35,Male,13
U01222,banksdebra,19,18–25,Female,3
U01223,teresa46,23,18–25,Female,1
U01224,villanuevagregory,23,18–25,Female,11
U01225,michele28,30,26–35,Female,2
U01226,megan63,31,26–35,Female,2
U01227,geraldspears,15,<18,Male,1
U01228,andrew58,28,26–35,Male,4
U01229,georgereyes,27,26–35,Female,2
U01230,dmanning,23,18–25,Female,3
U01231,kpetersen,21,18–25,Female,14
U01232,elaine98,27,26–35,Female,1
U01233,ztran,28,26–35,Male,11
U01234,johnsingh,27,26–35,Male,1
U01235,zacharybell,27,26–35,Female,14
U01236,brettarroyo,20,18–25,Female,1
U01237,savannah66,24,18–25,Male,13
U01238,stephengarza,35,26–35,Male,1
U01239,steve19,20,18–25,Male,12
U01240,kellywiley,16,<18,Male,1
U01241,leebailey,25,18–25,Male,2
U01242,stoutjennifer,22,18–25,Male,2
U01243,brooksjessica,31,26–35,Female,2
U01244,sanderscindy,30,26–35,Female,14
U01245,fowlerdavid,35,26–35,Male,1
U01246,ujackson,27,26–35,Male,2
U01247,arandall,19,18–25,Male,1
U01248,pleon,16,<18,Male,2
U01249,ahenderson,25,18–25,Male,14
U01250,robert97,27,26–35,Female,15
U01251,ricardobender,29,26–35,Male,2
U01252,natalie03,19,18–25,Female,1
U01253,juliejackson,17,<18,Male,1
U01254,tsmith,23,18–25,Male,1
U01255,belljennifer,29,26–35,Female,4
U01256,steelevincent,32,26–35,Male,1
U01257,kconley,29,26–35,Female,2
U01258,riggsmichael,25,18–25,Male,4
U01259,ericksonpamela,18,18–25,Female,1
U01260,hughesshannon,31,26–35,Female,1
U01261,maxwelljones,25,18–25,Male,13
U01262,crawfordsherri,29,26–35,Female,4
U01263,ymartinez,17,<18,Female,1
U01264,jdavis,15,<18,Male,1
U01265,durhammichelle,23,18–25,Male,2
U01266,paulcampos,18,18–25,Female,14
U01267,markcarpenter,30,26–35,Female,14
U01268,jennifer28,33,26–35,Male,13
U01269,dawnthompson,25,18–25,Female,1
U01270,elizabethbates,19,18–25,Male,2
U01271,michaelhurst,23,18–25,Female,1
U01272,qhernandez,16,<18,Female,1
U01273,johnsonalexander,31,26–35,Female,1
U01274,stevengonzalez,32,26–35,Female,1
U01275,ellismichael,35,26–35,Male,1
U01276,fmiller,27,26–35,Female,2
U01277,antoniotravis,26,26–35,Female,12
U01278,frenchcharles,16,<18,Female,2
U01279,ksalinas,29,26–35,Female,3
U01280,geoffreylong,26,26–35,Female,12
U01281,gibsonkevin,23,18–25,Female,13
U01282,smithpaul,26,26–35,Male,3
U01283,josephrodriguez,15,<18,Male,1
U01284,ashepherd,34,26–35,Female,15
U01285,cunninghampamela,35,26–35,Female,4
U01286,fjohnson,27,26–35,Male,13
U01287,emily69,33,26–35,Female,12
U01288,danieljohnson,18,18–25,Male,2
U01289,vwalker,35,26–35,Female,1
U01290,mario14,16,<18,Male,14
U01291,jtanner,34,26–35,Female,1
U01292,levans,29,26–35,Male,1
U01293,diazraymond,33,26–35,Male,1
U01294,nancyfernandez,30,26–35,Male,1
U01295,scott12,34,26–35,Female,4
U01296,glennrebecca,21,18–25,Female,1
U01297,smallchristian,27,26–35,Male,1
U01298,nancy57,22,18–25,Female,1
U01299,amber65,28,26–35,Female,1
U01300,joseph98,19,18–25,Male,1
U01301,hhernandez,27,26–35,Male,1
U01302,jonathanhawkins,19,18–25,Female,2
U01303,jenniferlawson,23,18–25,Female,2
U01304,pearsonrobert,33,26–35,Female,2
U01305,christinacastaneda,22,18–25,Female,3
U01306,oscott,22,18–25,Male,1
U01307,justinroberts,16,<18,Female,1
U01308,romerochristina,23,18–25,Male,1
U01309,tpowell,35,26–35,Male,2
U01310,hallaaron,21,18–25,Female,3
U01311,mark71,27,26–35,Male,1
U01312,churchpatrick,16,<18,Male,1
U01313,nicholas58,31,26–35,Male,3
U01314,stevenmurphy,26,26–35,Female,2
U01315,bryantjacob,33,26–35,Male,13
U01316,brownjonathan,31,26–35,Female,1
U01317,thompsonkathleen,32,26–35,Female,1
U01318,angelaward,18,18–25,Female,14
U01319,whitejeffrey,25,18–25,Male,1
U01320,wfrancis,20,18–25,Male,4
U01321,vdunn,35,26–35,Male,14
U01322,julieblair,26,26–35,Female,12
U01323,lhood,15,<18,Male,2
U01324,contrerasderek,24,18–25,Male,1
U01325,ugraves,18,18–25,Female,2
U01326,zmoore,15,<18,Female,2
U01327,yrangel,23,18–25,Male,1
U01328,amybush,27,26–35,Male,1
U01329,bettyunderwood,15,<18,Female,1
U01330,phillipspatrick,20,18–25,Female,2
U01331,qmartin,16,<18,Male,13
U01332,kiara65,20,18–25,Male,12
U01333,amiller,15,<18,Male,1
U01334,stricklandrachel,35,26–35,Female,13
U01335,markpotter,16,<18,Female,1
U01336,isabella45,33,26–35,Male,14
U01337,williamsrobert,32,26–35,Female,16
U01338,tina99,15,<18,Male,3
U01339,ryan92,35,26–35,Male,2
U01340,kristinpatton,32,26–35,Female,2
U01341,tellison,29,26–35,Male,3
U01342,amorgan,25,18–25,Male,2
U01343,sweeneymelinda,32,26–35,Male,14
U01344,ipeters,25,18–25,Female,14
U01345,hamiltondavid,19,18–25,Male,1
U01346,erinjohnston,16,<18,Male,15
U01347,brandonjones,20,18–25,Male,13
U01348,livingstonrachel,29,26–35,Female,2
U01349,kristin57,26,26–35,Male,1
