UserID,UniqueCategories,TotalEnrollments
U01745,7,13
U01746,8,14
U01747,4,4
U01748,1,1
U01749,1,1
U01750,4,4
U01751,1,1
U01752,4,4
U01753,1,1
U01754,1,1
U01755,1,1
U01756,2,2
U01757,1,1
U01758,1,1
U01759,1,1
U01760,1,1
U01761,2,2
U01762,11,15
U01763,1,1
U01764,2,2
U01765,1,1
U01766,3,3
U01767,1,1
U01768,2,2
U01769,4,4
U01770,2,2
U01771,3,3
U01772,1,1
U01773,8,16
U01774,1,1
U01775,2,2
U01776,2,2
U01777,1,1
U01778,2,2
U01779,1,1
U01780,1,1
U01781,1,1
U01782,1,1
U01783,3,3
U01784,1,1
U01785,1,1
U01786,8,13
U01787,2,2
U01788,2,2
U01789,8,15
U01790,1,1
U01791,2,2
U01792,1,1
U01793,1,1
U01794,1,1
U01795,9,13
U01796,1,1
U01797,1,1
U01798,1,1
U01799,1,1
U01800,2,2
U01801,1,1
U01802,1,1
U01803,3,3
U01804,2,2
U01805,9,15
U01806,1,1
U01807,2,2
U01808,2,3
U01809,8,13
U01810,8,15
U01811,1,1
U01812,10,15
U01813,1,1
U01814,3,3
U01815,1,1
U01816,2,2
U01817,1,1
U01818,2,2
U01819,1,1
U01820,11,15
U01821,1,1
U01822,9,15
U01823,1,1
U01824,1,1
U01825,9,14
U01826,1,1
U01827,1,1
U01828,1,1
U01829,2,2
U01830,1,1
U01831,1,1
U01832,1,1
U01833,2,2
U01834,1,1
U01835,1,2
U01836,1,1
U01837,1,1
U01838,2,2
U01839,1,1
U01840,10,14
U01841,1,1
U01842,9,13
U01843,1,1
U01844,1,1
U01845,1,1
U01846,2,2
U01847,1,1
U01848,1,1
U01849,1,1
U01850,2,3
U01851,3,4
U01852,4,4
U01853,1,1
U01854,9,13
U01855,1,1
U01856,1,1
U01857,2,2
U01858,1,1
U01859,1,1
U01860,3,3
U01861,1,2
U01862,1,1
U01863,1,1
U01864,1,1
U01865,3,4
U01866,1,1
U01867,8,13
U01868,2,2
U01869,1,1
U01870,1,1
U01871,8,14
U01872,10,14
U01873,1,1
U01874,1,1
U01875,1,1
U01876,7,14
U01877,9,12
U01878,1,1
U01879,8,15
U01880,2,2
U01881,1,1
U01882,2,3
U01883,1,1
U01884,1,1
U01885,1,1
U01886,1,1
U01887,1,1
U01888,1,1
U01889,1,1
U01890,1,1
U01891,1,1
U01892,1,1
U01893,8,12
U01894,1,1
U01895,1,1
U01896,9,12
U01897,1,1
U01898,1,1
U01899,2,2
U01900,7,11
U01901,1,1
U01902,1,1
U01903,9,13
U01904,1,1
U01905,2,2
U01906,10,15
U01907,2,2
U01908,9,12
U01909,3,3
U01910,1,1
U01911,1,1
U01912,1,1
U01913,1,1
U01914,1,1
U01915,2,2
U01916,1,1
U01917,8,15
U01918,8,14
U01919,1,1
U01920,8,13
U01921,2,2
U01922,2,2
U01923,1,1
U01924,2,2
U01925,1,1
U01926,9,13
U01927,1,1
U01928,1,1
U01929,7,14
U01930,1,1
U01931,7,11
U01932,1,1
U01933,2,2
U01934,8,14
U01935,1,1
U01936,2,2
U01937,1,1
U01938,2,2
U01939,4,4
U01940,2,2
U01941,1,1
U01942,1,1
U01943,7,14
U01944,2,2
U01945,1,1
U01946,1,1
U01947,1,1
U01948,1,1
U01949,1,1
U01950,2,2
U01951,2,3
U01952,2,2
U01953,11,15
U01954,1,1
U01955,1,1
U01956,1,1
U01957,1,1
U01958,8,12
U01959,8,12
U01960,1,1
U01961,7,14
U01962,9,11
U01963,1,1
U01964,4,4
U01965,1,1
U01966,4,4
U01967,1,1
U01968,2,2
U01969,1,1
U01970,2,2
U01971,1,1
U01972,1,1
U01973,1,1
U01974,2,2
U01975,1,1
U01976,1,1
U01977,2,2
U01978,1,1
U01979,8,12
U01980,1,1
U01981,1,1
U01982,1,1
U01983,1,1
U01984,1,1
U01985,1,1
U01986,1,1
U01987,10,13
U01988,1,1
U01989,8,13
U01990,2,2
U01991,3,3
U01992,1,2
U01993,8,14
U01994,8,11
U01995,1,1
U01996,1,1
U01997,1,1
U01998,10,15
U01999,1,2
U02000,2,2
U02001,1,1
U02002,1,1
U02003,4,4
U02004,1,1
U02005,1,1
U02006,1,1
U02007,1,1
U02008,1,1
U02009,1,1
U02010,9,14
U02011,1,1
U02012,1,1
U02013,2,2
U02014,3,3
U02015,9,14
U02016,1,1
U02017,2,2
U02018,1,1
U02019,2,3
U02020,1,1
U02021,1,1
U02022,8,11
U02023,2,2
U02024,2,2
U02025,1,1
U02026,1,1
U02027,1,1
U02028,2,2
U02029,1,1
U02030,1,1
U02031,2,2
U02032,2,2
U02033,1,1
U02034,1,1
U02035,9,15
U02036,2,2
U02037,2,2
U02038,9,11
U02039,10,13
U02040,1,1
U02041,3,3
U02042,1,1
U02043,1,1
U02044,2,2
U02045,1,1
U02046,1,1
U02047,1,1
U02048,1,1
U02049,1,1
U02050,3,3
U02051,1,1
U02052,1,2
U02053,1,1
U02054,2,2
U02055,9,14
U02056,1,1
U02057,2,2
U02058,8,13
U02059,1,1
U02060,2,3
U02061,1,1
U02062,1,1
U02063,2,2
U02064,10,15
U02065,2,2
U02066,1,1
U02067,1,1
U02068,7,13
U02069,1,1
U02070,1,1
U02071,8,13
U02072,1,1
U02073,2,2
U02074,9,14
U02075,1,1
U02076,1,1
U02077,10,14
U02078,2,2
U02079,1,1
U02080,2,2
U02081,2,2
U02082,1,1
U02083,2,2
U02084,3,3
U02085,1,1
U02086,2,2
U02087,1,1
U02088,1,1
U02089,1,1
U02090,1,1
U02091,3,3
U02092,1,1
U02093,2,2
U02094,9,11
U02095,1,1
U02096,9,13
U02097,2,2
U02098,8,13
U02099,1,1
U02100,1,1
U02101,1,1
U02102,3,3
U02103,2,3
U02104,1,1
U02105,1,1
U02106,1,1
U02107,2,2
U02108,1,1
U02109,1,1
U02110,1,1
U02111,1,1
U02112,2,2
U02113,1,2
U02114,1,1
U02115,1,1
U02116,1,1
U02117,1,1
U02118,1,1
U02119,1,1
U02120,2,2
U02121,1,1
U02122,2,2
U02123,2,2
U02124,1,1
U02125,10,13
U02126,1,1
U02127,2,2
U02128,1,1
U02129,2,2
U02130,1,1
U02131,1,1
U02132,2,2
U02133,2,2
U02134,1,1
U02135,1,1
U02136,1,1
U02137,1,1
U02138,2,2
U02139,1,1
U02140,1,1
U02141,2,2
U02142,4,4
U02143,3,3
U02144,9,14
U02145,1,1
U02146,1,1
U02147,11,15
U02148,1,1
U02149,8,15
U02150,1,1
U02151,8,13
U02152,9,13
U02153,9,13
U02154,3,3
U02155,10,14
U02156,1,1
U02157,3,3
U02158,4,4
U02159,2,2
U02160,1,1
U02161,7,14
U02162,1,1
U02163,1,1
U02164,1,1
U02165,1,1
U02166,1,1
U02167,3,3
U02168,1,1
U02169,1,1
U02170,1,1
U02171,2,2
U02172,1,1
U02173,1,1
U02174,8,14
U02175,2,2
U02176,1,1
U02177,1,1
U02178,1,1
U02179,2,2
U02180,4,4
U02181,2,2
U02182,2,2
U02183,1,1
U02184,2,2
U02185,2,2
U02186,4,4
U02187,2,2
U02188,1,1
U02189,1,1
U02190,3,4
U02191,2,4
U02192,2,2
U02193,2,2
U02194,2,2
U02195,1,1
U02196,1,1
U02197,2,2
U02198,1,2
U02199,6,12
U02200,2,2
U02201,1,1
U02202,1,1
U02203,1,1
U02204,1,1
U02205,1,1
U02206,2,3
U02207,1,1
U02208,2,2
U02209,1,1
U02210,1,1
U02211,1,1
U02212,10,15
U02213,1,1
U02214,4,4
U02215,10,11
U02216,2,2
U02217,9,14
U02218,1,1
U02219,1,1
U02220,1,1
U02221,1,1
U02222,1,1
U02223,1,1
U02224,9,13
U02225,2,2
U02226,2,2
U02227,1,1
U02228,2,2
U02229,2,2
U02230,1,1
U02231,10,13
U02232,1,1
U02233,2,2
U02234,1,1
U02235,2,2
U02236,1,1
U02237,1,1
U02238,1,1
U02239,1,1
U02240,1,1
U02241,2,2
U02242,1,1
U02243,1,1
U02244,1,1
U02245,1,1
U02246,1,1
U02247,1,1
U02248,10,14
U02249,2,2
U02250,8,13
U02251,1,1
U02252,2,2
U02253,1,1
U02254,11,15
U02255,1,2
U02256,1,1
U02257,1,1
U02258,10,16
U02259,2,2
U02260,1,1
U02261,1,1
U02262,3,3
U02263,1,1
U02264,2,2
U02265,2,2
U02266,1,1
U02267,1,1
U02268,2,2
U02269,1,1
U02270,3,3
U02271,2,2
U02272,1,1
U02273,1,1
U02274,2,2
U02275,2,2
U02276,1,1
U02277,1,1
U02278,1,1
U02279,1,1
U02280,2,2
U02281,1,1
U02282,1,1
U02283,1,1
U02284,8,13
U02285,2,2
U02286,1,1
U02287,1,1
U02288,10,15
U02289,1,1
U02290,10,15
U02291,2,2
U02292,1,1
U02293,1,1
U02294,1,1
U02295,1,1
U02296,1,1
U02297,1,1
U02298,1,1
U02299,2,2
U02300,9,15
U02301,8,13
U02302,2,2
U02303,1,1
U02304,1,1
U02305,1,1
U02306,9,13
U02307,1,1
U02308,1,1
U02309,2,3
U02310,1,1
U02311,2,3
U02312,1,1
U02313,1,1
U02314,1,1
U02315,8,14
U02316,2,2
U02317,2,2
U02318,1,1
U02319,1,1
U02320,3,3
U02321,2,2
U02322,1,1
U02323,1,1
U02324,3,3
U02325,1,1
U02326,1,2
U02327,1,1
U02328,3,3
U02329,1,1
U02330,1,1
U02331,2,2
U02332,2,2
U02333,3,3
U02334,2,2
U02335,1,1
U02336,9,14
U02337,6,13
U02338,1,1
U02339,1,1
U02340,2,2
U02341,9,13
U02342,2,2
U02343,3,4
U02344,9,14
U02345,8,13
U02346,1,1
U02347,1,1
U02348,1,1
U02349,9,14
U02350,2,2
U02351,2,2
U02352,2,3
U02353,1,1
U02354,1,1
U02355,1,1
U02356,1,1
U02357,2,2
U02358,4,4
U02359,2,2
U02360,1,1
U02361,2,2
U02362,1,1
U02363,1,1
U02364,1,1
U02365,1,1
U02366,1,1
U02367,1,1
U02368,4,4
U02369,2,2
U02370,11,14
U02371,8,12
U02372,3,3
U02373,2,2
U02374,2,3
U02375,1,1
U02376,1,1
U02377,2,2
U02378,1,1
U02379,2,2
U02380,3,3
U02381,1,1
U02382,1,1
U02383,1,1
U02384,3,3
U02385,1,1
U02386,4,4
U02387,1,1
U02388,1,1
U02389,2,2
U02390,1,2
U02391,1,1
U02392,2,2
U02393,1,1
U02394,1,1
U02395,3,3
U02396,1,1
U02397,1,1
U02398,2,2
U02399,1,1
U02400,1,1
U02401,1,1
U02402,1,1
U02403,1,1
U02404,2,2
U02405,1,1
U02406,2,2
U02407,2,2
U02408,1,1
U02409,1,1
U02410,10,12
U02411,1,1
U02412,1,1
U02413,2,2
U02414,2,3
U02415,7,11
U02416,1,1
U02417,1,1
U02418,1,1
U02419,1,1
U02420,1,1
U02421,1,1
U02422,1,1
U02423,2,2
U02424,1,1
U02425,2,2
U02426,1,1
U02427,9,15
U02428,2,2
U02429,2,3
U02430,1,1
U02431,1,1
U02432,10,15
U02433,1,1
U02434,1,1
U02435,1,1
U02436,3,3
U02437,1,1
U02438,1,1
U02439,1,1
U02440,1,1
U02441,1,1
U02442,1,1
U02443,1,2
U02444,1,1
U02445,10,14
U02446,2,2
U02447,1,1
U02448,2,2
U02449,1,1
U02450,1,1
U02451,2,2
U02452,2,2
U02453,1,1
U02454,2,2
U02455,1,1
U02456,1,1
U02457,1,1
U02458,2,2
U02459,9,12
U02460,1,1
U02461,2,2
U02462,1,1
U02463,1,1
U02464,1,1
U02465,2,2
U02466,4,4
U02467,1,1
U02468,3,3
U02469,2,2
U02470,7,13
U02471,1,1
U02472,1,1
U02473,1,1
U02474,1,1
U02475,1,1
U02476,1,1
U02477,1,1
U02478,2,2
U02479,4,4
U02480,1,1
U02481,1,1
U02482,2,2
U02483,1,1
U02484,4,4
U02485,8,14
U02486,1,2
U02487,1,1
U02488,1,1
U02489,1,1
U02490,8,13
U02491,1,1
U02492,1,1
U02493,1,1
U02494,1,1
U02495,2,2
U02496,1,1
U02497,2,2
U02498,1,1
U02499,1,1
U02500,1,1
U02501,1,1
U02502,1,1
U02503,2,2
U02504,3,4
U02505,1,1
U02506,1,1
U02507,1,1
U02508,1,1
U02509,3,3
U02510,2,2
U02511,1,1
U02512,8,14
U02513,1,1
U02514,2,2
U02515,8,11
U02516,1,1
U02517,2,2
U02518,1,1
U02519,2,2
U02520,1,1
U02521,4,4
U02522,1,1
U02523,1,1
U02524,1,1
U02525,1,1
U02526,2,2
U02527,1,1
U02528,1,1
U02529,3,3
U02530,1,1
U02531,3,4
U02532,1,1
U02533,1,1
U02534,2,2
U02535,2,2
U02536,1,2
U02537,8,12
U02538,1,1
U02539,1,2
U02540,11,15
U02541,8,13
U02542,7,13
U02543,1,1
U02544,1,1
U02545,1,2
U02546,1,1
U02547,1,1
U02548,2,2
U02549,1,1
U02550,1,1
U02551,1,1
U02552,1,1
U02553,2,2
U02554,1,1
U02555,1,1
U02556,1,1
U02557,1,1
U02558,4,4
U02559,1,1
U02560,1,1
U02561,1,1
U02562,4,4
U02563,1,1
U02564,8,13
U02565,1,1
U02566,10,14
U02567,1,1
U02568,2,2
U02569,1,1
U02570,1,1
U02571,1,1
U02572,1,1
U02573,1,1
U02574,1,1
U02575,2,2
U02576,1,1
U02577,2,2
U02578,1,1
U02579,1,1
U02580,1,1
U02581,2,2
U02582,10,15
U02583,10,14
U02584,2,2
U02585,2,2
U02586,1,1
U02587,2,2
U02588,1,1
U02589,1,1
U02590,2,2
U02591,1,1
U02592,2,2
U02593,10,12
U02594,1,1
U02595,1,1
U02596,1,1
U02597,2,2
U02598,1,1
U02599,2,2
U02600,3,3
U02601,4,4
U02602,9,13
U02603,1,1
U02604,1,1
U02605,7,12
U02606,1,1
U02607,1,1
U02608,1,1
U02609,2,2
U02610,1,1
U02611,1,1
U02612,10,14
U02613,2,2
U02614,10,13
U02615,2,2
U02616,8,13
U02617,4,4
U02618,2,3
U02619,1,1
U02620,2,2
U02621,1,1
U02622,1,1
U02623,7,11
U02624,3,3
U02625,2,2
U02626,3,3
U02627,1,1
U02628,1,1
U02629,1,1
U02630,9,12
U02631,1,1
U02632,1,1
U02633,8,14
U02634,1,1
U02635,1,1
U02636,1,1
U02637,2,2
U02638,1,1
U02639,1,1
U02640,3,3
U02641,1,1
U02642,1,1
U02643,10,15
U02644,3,4
U02645,8,10
U02646,2,2
U02647,1,1
U02648,1,1
U02649,1,1
U02650,2,2
U02651,9,16
U02652,1,1
U02653,1,1
U02654,1,1
U02655,1,1
U02656,1,1
U02657,1,1
U02658,3,3
U02659,2,2
U02660,1,1
U02661,1,1
U02662,2,2
U02663,8,14
U02664,1,1
U02665,1,1
U02666,1,1
U02667,1,1
U02668,3,3
U02669,2,2
U02670,1,1
U02671,1,1
U02672,9,14
U02673,1,1
U02674,1,1
U02675,3,4
U02676,1,1
U02677,3,3
U02678,1,1
U02679,8,11
U02680,1,1
U02681,1,1
U02682,1,1
U02683,10,15
U02684,9,14
U02685,1,1
U02686,3,4
U02687,1,1
U02688,1,1
U02689,1,1
U02690,2,4
U02691,1,1
U02692,2,3
U02693,1,1
U02694,2,2
U02695,1,1
U02696,2,2
U02697,4,4
U02698,8,12
U02699,1,1
U02700,1,1
U02701,4,4
U02702,2,2
U02703,1,1
U02704,1,1
U02705,2,2
U02706,1,1
U02707,1,1
U02708,1,1
U02709,9,12
U02710,1,1
U02711,2,2
U02712,1,2
U02713,1,1
U02714,1,1
U02715,2,2
U02716,2,2
U02717,1,1
U02718,1,1
U02719,1,1
U02720,1,1
U02721,1,1
U02722,1,1
U02723,1,1
U02724,1,1
U02725,1,1
U02726,3,4
U02727,2,2
U02728,1,1
U02729,1,1
U02730,1,1
U02731,1,1
U02732,1,1
U02733,9,14
U02734,1,1
U02735,1,1
U02736,1,1
U02737,1,1
U02738,1,1
U02739,1,1
U02740,1,1
U02741,1,1
U02742,2,2
U02743,8,14
U02744,1,1
U02745,1,1
U02746,2,3
U02747,3,3
U02748,2,2
U02749,2,2
U02750,2,2
U02751,1,1
U02752,1,1
U02753,1,1
U02754,9,13
U02755,1,1
U02756,2,2
U02757,1,1
U02758,1,2
U02759,2,2
U02760,3,3
U02761,3,4
U02762,2,2
U02763,3,3
U02764,1,1
U02765,1,1
U02766,1,1
U02767,9,14
U02768,2,2
U02769,1,3
U02770,8,14
U02771,1,1
U02772,1,1
U02773,1,1
U02774,1,1
U02775,10,12
U02776,2,2
U02777,1,1
U02778,3,3
U02779,3,3
U02780,2,2
U02781,3,3
U02782,1,1
U02783,1,1
U02784,2,2
U02785,1,1
U02786,9,12
U02787,1,1
U02788,9,12
U02789,4,4
U02790,1,1
U02791,10,13
U02792,9,14
U02793,10,14
U02794,2,2
U02795,1,1
U02796,1,1
U02797,1,1
U02798,1,1
U02799,1,1
U02800,1,1
U02801,3,3
U02802,1,1
U02803,2,2
U02804,1,1
U02805,1,1
U02806,1,1
U02807,3,4
U02808,1,2
U02809,2,2
U02810,1,1
U02811,1,1
U02812,1,1
U02813,1,1
U02814,2,2
U02815,3,4
U02816,1,1
U02817,1,1
U02818,1,1
U02819,2,2
U02820,1,1
U02821,7,11
U02822,1,1
U02823,2,2
U02824,1,1
U02825,8,13
U02826,1,1
U02827,1,1
U02828,2,2
U02829,1,1
U02830,1,1
U02831,1,1
U02832,5,11
U02833,2,2
U02834,1,1
U02835,1,1
U02836,1,1
U02837,2,2
U02838,2,2
U02839,4,4
U02840,1,1
U02841,1,1
U02842,2,2
U02843,9,14
U02844,7,12
U02845,1,1
U02846,1,1
U02847,1,1
U02848,1,1
U02849,1,1
U02850,10,13
U02851,1,1
U02852,1,1
U02853,1,1
U02854,1,1
U02855,1,1
U02856,1,1
U02857,7,12
U02858,4,4
U02859,2,2
U02860,1,1
U02861,1,1
U02862,2,2
U02863,1,1
U02864,1,1
U02865,1,1
U02866,2,2
U02867,2,2
U02868,2,2
U02869,1,1
U02870,1,1
U02871,1,1
U02872,2,2
U02873,3,3
U02874,7,11
U02875,1,1
U02876,1,1
U02877,1,1
U02878,2,2
U02879,1,1
U02880,1,1
U02881,3,4
U02882,1,1
U02883,7,12
U02884,3,3
U02885,3,3
U02886,3,3
U02887,4,4
U02888,1,1
U02889,1,1
U02890,2,2
U02891,2,3
U02892,1,1
U02893,1,1
U02894,1,1
U02895,2,2
U02896,1,1
U02897,1,1
U02898,3,4
U02899,8,13
U02900,1,1
U02901,1,1
U02902,2,2
U02903,1,1
U02904,1,1
U02905,2,2
U02906,2,3
U02907,2,2
U02908,1,1
U02909,9,14
U02910,1,1
U02911,1,1
U02912,2,2
U02913,1,1
U02914,2,2
U02915,9,14
U02916,10,15
U02917,1,1
U02918,2,2
U02919,1,1
U02920,1,1
U02921,1,1
U02922,1,1
U02923,2,3
U02924,1,1
U02925,4,4
U02926,1,1
U02927,10,15
U02928,1,1
U02929,1,1
U02930,1,1
U02931,8,15
U02932,1,1
U02933,1,1
U02934,1,1
U02935,2,2
U02936,2,2
U02937,8,13
U02938,1,1
U02939,1,1
U02940,3,3
U02941,8,12
U02942,3,3
U02943,1,1
U02944,1,1
U02945,8,12
U02946,1,1
U02947,9,11
U02948,1,1
U02949,2,2
U02950,3,4
U02951,1,1
U02952,2,2
U02953,1,1
U02954,2,2
U02955,1,1
U02956,2,2
U02957,1,1
U02958,7,12
U02959,2,2
U02960,1,1
U02961,1,1
U02962,1,1
U02963,1,1
U02964,1,1
U02965,1,1
U02966,4,4
U02967,1,1
U02968,2,2
U02969,10,13
U02970,2,2
U02971,9,13
U02972,1,2
U02973,1,1
U02974,9,14
U02975,1,1
U02976,9,16
U02977,1,1
U02978,4,4
U02979,1,1
U02980,8,12
U02981,9,14
U02982,1,1
U02983,1,1
U02984,9,14
U02985,1,1
U02986,2,2
U02987,1,1
U02988,1,1
U02989,8,11
U02990,2,2
U02991,1,1
U02992,8,12
U02993,1,1
U02994,9,14
U02995,1,1
U02996,1,1
U02997,1,1
U02998,1,1
U02999,1,1
U03000,1,1
