UserID,TotalEnrollments,UniqueCourses,UniqueCategories,UniqueLevels,TotalSpend,AverageTransactionAmount,Age,Gender,AgeGroup,ActivitySegment
U00384,2,2,2,2,299.57,149.785,32,Female,26-35,Low Activity
U00385,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00386,2,2,2,1,299.57,149.785,29,Female,26-35,Low Activity
U00387,1,1,1,1,0.78,0.78,29,Female,26-35,Low Activity
U00388,1,1,1,1,342.61,342.61,18,Male,18-25,Low Activity
U00389,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00390,3,3,2,2,0.0,0.0,18,Female,18-25,Moderate Activity
U00391,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00392,1,1,1,1,327.99,327.99,19,Female,18-25,Low Activity
U00393,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00394,11,11,7,3,38.67,3.5154545454545456,30,Female,26-35,Very High Activity
U00395,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U00396,2,2,2,1,0.0,0.0,30,Male,26-35,Low Activity
U00397,1,1,1,1,37.89,37.89,16,Male,<18,Low Activity
U00398,3,3,3,3,117.68,39.22666666666667,27,Female,26-35,Moderate Activity
U00399,12,12,8,3,1648.36,137.36333333333332,31,Female,26-35,Very High Activity
U00400,2,2,2,2,0.0,0.0,23,Male,18-25,Low Activity
U00401,2,2,2,2,0.0,0.0,21,Female,18-25,Low Activity
U00402,2,2,2,1,0.0,0.0,23,Male,18-25,Low Activity
U00403,1,1,1,1,0.0,0.0,34,Female,26-35,Low Activity
U00404,14,14,10,3,1617.6399999999999,115.54571428571428,21,Female,18-25,Very High Activity
U00405,2,2,1,2,689.3199999999999,344.65999999999997,24,Male,18-25,Low Activity
U00406,15,15,11,3,1417.44,94.49600000000001,33,Male,26-35,Very High Activity
U00407,15,15,10,3,1611.98,107.46533333333333,23,Male,18-25,Very High Activity
U00408,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00409,2,2,2,2,0.0,0.0,35,Male,26-35,Low Activity
U00410,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00411,12,12,8,3,789.6700000000001,65.80583333333334,17,Female,<18,Very High Activity
U00412,4,4,3,3,236.72000000000003,59.18000000000001,24,Female,18-25,Moderate Activity
U00413,2,2,2,2,472.28,236.14,23,Male,18-25,Low Activity
U00414,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U00415,13,13,7,3,804.99,61.92230769230769,31,Female,26-35,Very High Activity
U00416,2,2,2,1,0.0,0.0,17,Female,<18,Low Activity
U00417,2,2,2,1,0.0,0.0,32,Female,26-35,Low Activity
U00418,3,3,3,2,528.79,176.26333333333332,23,Female,18-25,Moderate Activity
U00419,1,1,1,1,0.78,0.78,21,Female,18-25,Low Activity
U00420,1,1,1,1,327.99,327.99,24,Female,18-25,Low Activity
U00421,1,1,1,1,0.0,0.0,32,Male,26-35,Low Activity
U00422,3,3,3,2,285.05,95.01666666666667,15,Female,<18,Moderate Activity
U00423,12,12,6,3,1601.22,133.435,27,Female,26-35,Very High Activity
U00424,11,11,7,3,1213.72,110.33818181818182,35,Male,26-35,Very High Activity
U00425,1,1,1,1,490.9,490.9,19,Male,18-25,Low Activity
U00426,4,4,3,1,472.28,118.07,21,Male,18-25,Moderate Activity
U00427,16,16,9,3,1374.23,85.889375,29,Female,26-35,Very High Activity
U00428,1,1,1,1,0.0,0.0,23,Male,18-25,Low Activity
U00429,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00430,1,1,1,1,487.92,487.92,27,Male,26-35,Low Activity
U00431,1,1,1,1,487.92,487.92,15,Female,<18,Low Activity
U00432,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00433,1,1,1,1,276.37,276.37,32,Female,26-35,Low Activity
U00434,1,1,1,1,177.34,177.34,22,Male,18-25,Low Activity
U00435,1,1,1,1,119.04,119.04,34,Female,26-35,Low Activity
U00436,1,1,1,1,490.9,490.9,20,Female,18-25,Low Activity
U00437,3,3,3,2,0.0,0.0,28,Male,26-35,Moderate Activity
U00438,14,14,10,3,633.26,45.23285714285714,21,Male,18-25,Very High Activity
U00439,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U00440,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00441,1,1,1,1,37.89,37.89,19,Male,18-25,Low Activity
U00442,1,1,1,1,285.05,285.05,21,Female,18-25,Low Activity
U00443,2,2,2,2,978.8199999999999,489.40999999999997,21,Female,18-25,Low Activity
U00444,13,13,10,3,1568.18,120.62923076923077,15,Female,<18,Very High Activity
U00445,1,1,1,1,285.05,285.05,31,Female,26-35,Low Activity
U00446,2,2,2,1,53.86,26.93,19,Female,18-25,Low Activity
U00447,1,1,1,1,0.0,0.0,23,Male,18-25,Low Activity
U00448,3,3,2,2,0.0,0.0,27,Male,26-35,Moderate Activity
U00449,14,14,10,3,1328.04,94.86,33,Female,26-35,Very High Activity
U00450,12,12,7,3,1262.44,105.20333333333333,20,Male,18-25,Very High Activity
U00451,1,1,1,1,248.1,248.1,20,Male,18-25,Low Activity
U00452,3,3,3,1,57.32,19.106666666666666,23,Male,18-25,Moderate Activity
U00453,1,1,1,1,490.9,490.9,20,Male,18-25,Low Activity
U00454,4,4,3,2,758.12,189.53,28,Female,26-35,Moderate Activity
U00455,3,3,3,2,0.0,0.0,19,Male,18-25,Moderate Activity
U00456,2,2,2,2,0.0,0.0,24,Female,18-25,Low Activity
U00457,2,2,2,1,37.89,18.945,34,Female,26-35,Low Activity
U00458,4,4,4,2,207.27,51.8175,31,Female,26-35,Moderate Activity
U00459,1,1,1,1,0.0,0.0,22,Male,18-25,Low Activity
U00460,2,2,2,2,415.51,207.755,24,Female,18-25,Low Activity
U00461,2,2,2,2,490.9,245.45,21,Female,18-25,Low Activity
U00462,2,2,2,2,326.02,163.01,30,Male,26-35,Low Activity
U00463,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00464,12,12,7,3,1024.06,85.33833333333332,25,Male,18-25,Very High Activity
U00465,1,1,1,1,0.78,0.78,26,Male,26-35,Low Activity
U00466,2,2,2,2,212.39,106.195,32,Female,26-35,Low Activity
U00467,1,1,1,1,0.0,0.0,34,Male,26-35,Low Activity
U00468,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00469,2,2,2,2,0.0,0.0,20,Female,18-25,Low Activity
U00470,1,1,1,1,89.59,89.59,18,Female,18-25,Low Activity
U00471,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U00472,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U00473,3,3,3,2,342.61,114.20333333333333,32,Female,26-35,Moderate Activity
U00474,1,1,1,1,57.32,57.32,31,Male,26-35,Low Activity
U00475,3,3,3,3,604.36,201.45333333333335,24,Male,18-25,Moderate Activity
U00476,2,2,2,1,276.37,138.185,29,Female,26-35,Low Activity
U00477,1,1,1,1,37.89,37.89,19,Male,18-25,Low Activity
U00478,2,2,2,2,57.32,28.66,30,Male,26-35,Low Activity
U00479,2,2,2,2,0.0,0.0,33,Male,26-35,Low Activity
U00480,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00481,1,1,1,1,326.02,326.02,32,Female,26-35,Low Activity
U00482,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00483,1,1,1,1,487.92,487.92,22,Male,18-25,Low Activity
U00484,2,2,2,1,0.0,0.0,16,Male,<18,Low Activity
U00485,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00486,2,2,2,1,0.0,0.0,21,Female,18-25,Low Activity
U00487,2,2,1,2,0.0,0.0,15,Female,<18,Low Activity
U00488,2,2,2,2,119.04,59.52,20,Male,18-25,Low Activity
U00489,3,3,3,2,448.12,149.37333333333333,18,Male,18-25,Moderate Activity
U00490,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00491,1,1,1,1,394.26,394.26,20,Male,18-25,Low Activity
U00492,1,1,1,1,177.34,177.34,20,Female,18-25,Low Activity
U00493,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00494,13,13,10,3,1007.0,77.46153846153847,26,Male,26-35,Very High Activity
U00495,2,2,2,1,285.05,142.525,35,Female,26-35,Low Activity
U00496,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00497,3,3,2,1,0.0,0.0,21,Female,18-25,Moderate Activity
U00498,3,3,3,1,0.0,0.0,20,Female,18-25,Moderate Activity
U00499,1,1,1,1,415.51,415.51,21,Male,18-25,Low Activity
U00500,2,2,2,2,590.71,295.355,16,Female,<18,Low Activity
U00501,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00502,2,2,2,2,0.78,0.39,22,Female,18-25,Low Activity
U00503,2,2,2,1,0.0,0.0,15,Male,<18,Low Activity
U00504,2,2,2,2,0.0,0.0,16,Male,<18,Low Activity
U00505,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U00506,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00507,2,2,2,2,177.34,88.67,15,Male,<18,Low Activity
U00508,1,1,1,1,0.0,0.0,28,Female,26-35,Low Activity
U00509,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00510,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00511,1,1,1,1,0.0,0.0,28,Male,26-35,Low Activity
U00512,2,2,2,2,326.02,163.01,22,Male,18-25,Low Activity
U00513,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U00514,3,3,2,2,589.96,196.65333333333334,30,Female,26-35,Moderate Activity
U00515,2,2,2,2,0.0,0.0,19,Female,18-25,Low Activity
U00516,1,1,1,1,177.34,177.34,33,Female,26-35,Low Activity
U00517,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U00518,1,1,1,1,415.51,415.51,20,Female,18-25,Low Activity
U00519,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00520,1,1,1,1,0.0,0.0,29,Male,26-35,Low Activity
U00521,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00522,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00523,1,1,1,1,342.61,342.61,31,Male,26-35,Low Activity
U00524,2,2,1,2,119.04,59.52,24,Male,18-25,Low Activity
U00525,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00526,1,1,1,1,0.0,0.0,24,Male,18-25,Low Activity
U00527,2,2,2,2,0.0,0.0,18,Male,18-25,Low Activity
U00528,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00529,2,2,2,2,0.0,0.0,25,Male,18-25,Low Activity
U00530,1,1,1,1,53.86,53.86,35,Female,26-35,Low Activity
U00531,2,2,2,2,394.26,197.13,24,Male,18-25,Low Activity
U00532,1,1,1,1,472.28,472.28,15,Female,<18,Low Activity
U00533,2,2,2,2,0.0,0.0,29,Male,26-35,Low Activity
U00534,4,4,4,2,177.34,44.335,27,Female,26-35,Moderate Activity
U00535,2,2,2,1,415.51,207.755,23,Male,18-25,Low Activity
U00536,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00537,2,2,2,1,346.71,173.355,25,Female,18-25,Low Activity
U00538,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00539,1,1,1,1,299.57,299.57,25,Male,18-25,Low Activity
U00540,1,1,1,1,53.86,53.86,15,Male,<18,Low Activity
U00541,3,3,3,1,330.07,110.02333333333333,19,Male,18-25,Moderate Activity
U00542,1,1,1,1,0.0,0.0,32,Male,26-35,Low Activity
U00543,13,13,10,3,1371.22,105.47846153846154,18,Female,18-25,Very High Activity
U00544,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00545,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00546,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U00547,1,1,1,1,177.34,177.34,19,Female,18-25,Low Activity
U00548,14,14,9,3,1922.05,137.2892857142857,32,Female,26-35,Very High Activity
U00549,1,1,1,1,53.86,53.86,17,Female,<18,Low Activity
U00550,2,2,2,1,0.0,0.0,17,Male,<18,Low Activity
U00551,4,4,4,2,234.66,58.665,35,Male,26-35,Moderate Activity
U00552,2,2,2,1,0.0,0.0,30,Female,26-35,Low Activity
U00553,2,2,2,1,0.0,0.0,15,Male,<18,Low Activity
U00554,1,1,1,1,285.05,285.05,18,Male,18-25,Low Activity
U00555,1,1,1,1,415.51,415.51,17,Female,<18,Low Activity
U00556,14,14,9,2,1315.72,93.98,25,Female,18-25,Very High Activity
U00557,2,2,2,1,0.78,0.39,31,Male,26-35,Low Activity
U00558,1,1,1,1,0.0,0.0,32,Male,26-35,Low Activity
U00559,11,11,9,3,719.21,65.38272727272728,20,Male,18-25,Very High Activity
U00560,2,2,2,1,790.47,395.235,32,Male,26-35,Low Activity
U00561,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00562,15,15,10,3,1598.45,106.56333333333333,23,Female,18-25,Very High Activity
U00563,2,2,2,2,0.0,0.0,31,Female,26-35,Low Activity
U00564,1,1,1,1,53.86,53.86,15,Male,<18,Low Activity
U00565,2,2,2,1,248.1,124.05,28,Male,26-35,Low Activity
U00566,2,2,2,2,0.78,0.39,31,Male,26-35,Low Activity
U00567,1,1,1,1,285.05,285.05,20,Male,18-25,Low Activity
U00568,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00569,14,14,7,3,1063.45,75.96071428571429,15,Female,<18,Very High Activity
U00570,14,14,9,3,777.67,55.54785714285714,27,Male,26-35,Very High Activity
U00571,2,2,2,1,0.0,0.0,22,Female,18-25,Low Activity
U00572,13,13,9,3,567.28,43.636923076923075,32,Male,26-35,Very High Activity
U00573,11,11,8,3,1047.29,95.20818181818181,30,Male,26-35,Very High Activity
U00574,14,14,9,3,779.6099999999999,55.686428571428564,33,Female,26-35,Very High Activity
U00575,1,1,1,1,0.0,0.0,35,Male,26-35,Low Activity
U00576,13,13,9,3,1001.74,77.05692307692308,16,Male,<18,Very High Activity
U00577,1,1,1,1,342.61,342.61,17,Female,<18,Low Activity
U00578,1,1,1,1,0.0,0.0,26,Male,26-35,Low Activity
U00579,1,1,1,1,0.0,0.0,34,Male,26-35,Low Activity
U00580,3,3,3,2,0.0,0.0,24,Female,18-25,Moderate Activity
U00581,2,2,2,2,89.59,44.795,32,Female,26-35,Low Activity
U00582,1,1,1,1,0.0,0.0,26,Male,26-35,Low Activity
U00583,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U00584,14,14,8,3,2559.85,182.84642857142856,31,Female,26-35,Very High Activity
U00585,2,2,2,1,0.0,0.0,19,Female,18-25,Low Activity
U00586,1,1,1,1,299.57,299.57,21,Male,18-25,Low Activity
U00587,2,2,2,2,346.71,173.355,22,Female,18-25,Low Activity
U00588,1,1,1,1,57.32,57.32,24,Male,18-25,Low Activity
U00589,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00590,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U00591,2,2,2,2,0.0,0.0,35,Male,26-35,Low Activity
U00592,14,14,8,3,963.18,68.79857142857142,18,Female,18-25,Very High Activity
U00593,2,2,2,2,89.59,44.795,23,Male,18-25,Low Activity
U00594,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00595,14,14,9,3,1075.46,76.81857142857143,29,Male,26-35,Very High Activity
U00596,2,2,2,2,177.34,88.67,26,Male,26-35,Low Activity
U00597,1,1,1,1,248.1,248.1,28,Female,26-35,Low Activity
U00598,1,1,1,1,415.51,415.51,28,Male,26-35,Low Activity
U00599,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00600,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00601,1,1,1,1,0.0,0.0,24,Male,18-25,Low Activity
U00602,3,3,3,2,0.0,0.0,25,Female,18-25,Moderate Activity
U00603,2,2,2,2,0.78,0.39,35,Male,26-35,Low Activity
U00604,14,14,9,3,662.4399999999999,47.317142857142855,30,Female,26-35,Very High Activity
U00605,3,3,3,3,117.68,39.22666666666667,30,Female,26-35,Moderate Activity
U00606,2,2,2,2,0.0,0.0,33,Female,26-35,Low Activity
U00607,2,2,2,2,285.99,142.995,30,Male,26-35,Low Activity
U00608,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00609,4,4,4,2,327.99,81.9975,33,Female,26-35,Moderate Activity
U00610,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U00611,2,2,2,1,415.51,207.755,30,Male,26-35,Low Activity
U00612,1,1,1,1,57.32,57.32,23,Male,18-25,Low Activity
U00613,2,2,2,1,490.9,245.45,24,Male,18-25,Low Activity
U00614,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00615,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00616,2,2,2,2,0.0,0.0,19,Female,18-25,Low Activity
U00617,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00618,1,1,1,1,0.0,0.0,22,Male,18-25,Low Activity
U00619,12,12,9,3,636.6500000000001,53.054166666666674,32,Female,26-35,Very High Activity
U00620,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00621,2,2,2,2,0.0,0.0,20,Male,18-25,Low Activity
U00622,13,13,8,3,524.05,40.31153846153846,28,Female,26-35,Very High Activity
U00623,2,2,2,1,119.04,59.52,23,Female,18-25,Low Activity
U00624,2,2,2,1,0.0,0.0,34,Female,26-35,Low Activity
U00625,4,4,3,2,394.26,98.565,28,Male,26-35,Moderate Activity
U00626,1,1,1,1,177.34,177.34,19,Male,18-25,Low Activity
U00627,4,4,3,3,487.92,121.98,34,Female,26-35,Moderate Activity
U00628,2,2,2,1,472.28,236.14,32,Female,26-35,Low Activity
U00629,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00630,3,3,2,3,296.38,98.79333333333334,17,Male,<18,Moderate Activity
U00631,2,2,2,2,0.0,0.0,20,Male,18-25,Low Activity
U00632,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00633,14,14,9,3,1177.45,84.10357142857143,35,Female,26-35,Very High Activity
U00634,3,3,2,1,276.37,92.12333333333333,15,Female,<18,Moderate Activity
U00635,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00636,13,13,10,3,1701.73,130.9023076923077,21,Female,18-25,Very High Activity
U00637,2,2,2,2,529.6,264.8,22,Female,18-25,Low Activity
U00638,2,2,1,1,57.32,28.66,19,Female,18-25,Low Activity
U00639,14,14,8,3,1010.86,72.20428571428572,33,Female,26-35,Very High Activity
U00640,1,1,1,1,490.9,490.9,31,Male,26-35,Low Activity
U00641,1,1,1,1,342.61,342.61,32,Male,26-35,Low Activity
U00642,2,2,2,2,0.0,0.0,17,Male,<18,Low Activity
U00643,1,1,1,1,327.99,327.99,20,Female,18-25,Low Activity
U00644,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00645,1,1,1,1,299.57,299.57,23,Female,18-25,Low Activity
U00646,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00647,1,1,1,1,487.92,487.92,26,Female,26-35,Low Activity
U00648,2,2,2,2,472.28,236.14,19,Male,18-25,Low Activity
U00649,1,1,1,1,415.51,415.51,32,Male,26-35,Low Activity
U00650,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00651,4,4,3,3,296.38,74.095,29,Male,26-35,Moderate Activity
U00652,2,2,2,2,394.26,197.13,16,Female,<18,Low Activity
U00653,1,1,1,1,346.71,346.71,15,Male,<18,Low Activity
U00654,2,2,2,1,53.86,26.93,24,Male,18-25,Low Activity
U00655,1,1,1,1,53.86,53.86,33,Female,26-35,Low Activity
U00656,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00657,1,1,1,1,89.59,89.59,23,Male,18-25,Low Activity
U00658,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00659,2,2,2,1,0.0,0.0,33,Male,26-35,Low Activity
U00660,2,2,2,2,577.51,288.755,22,Male,18-25,Low Activity
U00661,4,4,3,3,212.39,53.0975,23,Female,18-25,Moderate Activity
U00662,1,1,1,1,285.05,285.05,30,Female,26-35,Low Activity
U00663,1,1,1,1,285.05,285.05,35,Male,26-35,Low Activity
U00664,1,1,1,1,117.68,117.68,17,Male,<18,Low Activity
U00665,1,1,1,1,37.89,37.89,35,Male,26-35,Low Activity
U00666,12,12,9,3,969.72,80.81,30,Female,26-35,Very High Activity
U00667,2,2,2,1,212.39,106.195,18,Female,18-25,Low Activity
U00668,2,2,2,2,0.0,0.0,34,Female,26-35,Low Activity
U00669,1,1,1,1,248.1,248.1,20,Female,18-25,Low Activity
U00670,2,2,2,2,0.0,0.0,17,Male,<18,Low Activity
U00671,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00672,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00673,2,2,2,2,380.5,190.25,24,Female,18-25,Low Activity
U00674,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00675,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00676,2,2,2,1,0.0,0.0,32,Male,26-35,Low Activity
U00677,1,1,1,1,415.51,415.51,35,Female,26-35,Low Activity
U00678,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00679,1,1,1,1,276.37,276.37,28,Male,26-35,Low Activity
U00680,1,1,1,1,487.92,487.92,35,Female,26-35,Low Activity
U00681,2,2,2,2,0.0,0.0,32,Male,26-35,Low Activity
U00682,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00683,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00684,3,3,2,2,0.0,0.0,28,Female,26-35,Moderate Activity
U00685,1,1,1,1,487.92,487.92,29,Female,26-35,Low Activity
U00686,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00687,15,15,11,3,1775.49,118.366,29,Female,26-35,Very High Activity
U00688,2,2,1,1,0.78,0.39,30,Female,26-35,Low Activity
U00689,2,2,2,2,0.0,0.0,19,Female,18-25,Low Activity
U00690,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00691,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00692,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U00693,1,1,1,1,57.32,57.32,35,Female,26-35,Low Activity
U00694,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00695,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U00696,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U00697,1,1,1,1,0.0,0.0,32,Female,26-35,Low Activity
U00698,2,2,2,1,37.89,18.945,32,Female,26-35,Low Activity
U00699,2,2,2,2,0.0,0.0,20,Male,18-25,Low Activity
U00700,1,1,1,1,117.68,117.68,25,Male,18-25,Low Activity
U00701,14,14,10,3,1435.67,102.54785714285715,32,Male,26-35,Very High Activity
U00702,3,3,3,2,0.0,0.0,22,Female,18-25,Moderate Activity
U00703,3,3,3,3,469.37,156.45666666666668,32,Female,26-35,Moderate Activity
U00704,13,13,8,3,1528.24,117.55692307692308,30,Male,26-35,Very High Activity
U00705,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00706,2,2,2,2,787.49,393.745,21,Male,18-25,Low Activity
U00707,1,1,1,1,0.0,0.0,29,Male,26-35,Low Activity
U00708,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00709,14,14,10,3,1042.92,74.49428571428572,23,Female,18-25,Very High Activity
U00710,1,1,1,1,248.1,248.1,19,Male,18-25,Low Activity
U00711,2,2,2,1,327.99,163.995,27,Male,26-35,Low Activity
U00712,2,2,2,2,0.0,0.0,27,Female,26-35,Low Activity
U00713,1,1,1,1,472.28,472.28,17,Female,<18,Low Activity
U00714,3,3,3,2,0.0,0.0,25,Male,18-25,Moderate Activity
U00715,1,1,1,1,0.0,0.0,25,Female,18-25,Low Activity
U00716,4,4,3,3,295.02,73.755,29,Male,26-35,Moderate Activity
U00717,1,1,1,1,0.0,0.0,34,Female,26-35,Low Activity
U00718,2,2,2,1,285.05,142.525,27,Female,26-35,Low Activity
U00719,1,1,1,1,117.68,117.68,25,Female,18-25,Low Activity
U00720,1,1,1,1,415.51,415.51,17,Female,<18,Low Activity
U00721,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00722,3,3,3,2,276.37,92.12333333333333,16,Female,<18,Moderate Activity
U00723,14,14,10,3,1213.66,86.69000000000001,35,Male,26-35,Very High Activity
U00724,15,15,9,3,1375.81,91.72066666666666,16,Female,<18,Very High Activity
U00725,1,1,1,1,0.0,0.0,28,Female,26-35,Low Activity
U00726,1,1,1,1,472.28,472.28,26,Female,26-35,Low Activity
U00727,4,4,3,1,389.73,97.4325,33,Female,26-35,Moderate Activity
U00728,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U00729,2,2,2,2,0.0,0.0,30,Male,26-35,Low Activity
U00730,2,2,2,1,487.92,243.96,30,Male,26-35,Low Activity
U00731,2,2,2,1,285.05,142.525,16,Male,<18,Low Activity
U00732,1,1,1,1,394.26,394.26,22,Male,18-25,Low Activity
U00733,1,1,1,1,0.0,0.0,28,Female,26-35,Low Activity
U00734,4,4,3,3,299.57,74.8925,20,Male,18-25,Moderate Activity
U00735,2,2,2,1,212.39,106.195,17,Male,<18,Low Activity
U00736,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00737,2,2,2,2,207.27,103.635,18,Male,18-25,Low Activity
U00738,3,3,3,2,250.27999999999997,83.42666666666666,29,Female,26-35,Moderate Activity
U00739,1,1,1,1,0.0,0.0,25,Female,18-25,Low Activity
U00740,1,1,1,1,327.99,327.99,34,Female,26-35,Low Activity
U00741,4,4,3,2,461.65000000000003,115.41250000000001,33,Female,26-35,Moderate Activity
U00742,1,1,1,1,327.99,327.99,29,Male,26-35,Low Activity
U00743,4,4,3,2,37.89,9.4725,19,Male,18-25,Moderate Activity
U00744,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00745,2,2,2,1,0.0,0.0,29,Female,26-35,Low Activity
U00746,2,2,2,1,276.37,138.185,28,Male,26-35,Low Activity
U00747,1,1,1,1,0.0,0.0,28,Female,26-35,Low Activity
U00748,2,2,2,1,0.0,0.0,30,Female,26-35,Low Activity
U00749,1,1,1,1,0.0,0.0,18,Male,18-25,Low Activity
U00750,1,1,1,1,487.92,487.92,23,Female,18-25,Low Activity
U00751,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U00752,13,13,9,3,1666.6499999999999,128.20384615384614,30,Male,26-35,Very High Activity
U00753,2,2,2,2,0.0,0.0,28,Male,26-35,Low Activity
U00754,1,1,1,1,490.9,490.9,33,Male,26-35,Low Activity
U00755,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00756,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00757,1,1,1,1,53.86,53.86,22,Female,18-25,Low Activity
U00758,1,1,1,1,0.0,0.0,16,Male,<18,Low Activity
U00759,1,1,1,1,0.78,0.78,22,Male,18-25,Low Activity
U00760,13,13,9,3,1583.69,121.8223076923077,21,Female,18-25,Very High Activity
U00761,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00762,1,1,1,1,346.71,346.71,22,Female,18-25,Low Activity
U00763,1,1,1,1,0.0,0.0,16,Male,<18,Low Activity
U00764,2,2,1,1,0.0,0.0,18,Male,18-25,Low Activity
U00765,11,11,7,3,1188.0,108.0,31,Female,26-35,Very High Activity
U00766,3,3,2,2,0.0,0.0,31,Female,26-35,Moderate Activity
U00767,14,14,10,3,1529.52,109.25142857142858,16,Female,<18,Very High Activity
U00768,2,2,2,2,0.0,0.0,19,Male,18-25,Low Activity
U00769,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
