UserID,TotalEnrollments,UniqueCourses,UniqueCategories,UniqueLevels,ActivitySegment
U00759,1,1,1,1,Low Activity
U00760,13,13,9,3,Very High Activity
U00761,1,1,1,1,Low Activity
U00762,1,1,1,1,Low Activity
U00763,1,1,1,1,Low Activity
U00764,2,2,1,1,Low Activity
U00765,11,11,7,3,Very High Activity
U00766,3,3,2,2,Moderate Activity
U00767,14,14,10,3,Very High Activity
U00768,2,2,2,2,Low Activity
U00769,1,1,1,1,Low Activity
U00770,1,1,1,1,Low Activity
U00771,1,1,1,1,Low Activity
U00772,13,13,9,3,Very High Activity
U00773,1,1,1,1,Low Activity
U00774,1,1,1,1,Low Activity
U00775,14,14,8,3,Very High Activity
U00776,1,1,1,1,Low Activity
U00777,4,4,4,2,Moderate Activity
U00778,2,2,2,2,Low Activity
U00779,1,1,1,1,Low Activity
U00780,1,1,1,1,Low Activity
U00781,1,1,1,1,Low Activity
U00782,1,1,1,1,Low Activity
U00783,2,2,2,2,Low Activity
U00784,2,2,2,1,Low Activity
U00785,1,1,1,1,Low Activity
U00786,13,13,8,3,Very High Activity
U00787,9,9,6,3,High Activity
U00788,2,2,2,2,Low Activity
U00789,2,2,2,2,Low Activity
U00790,2,2,2,1,Low Activity
U00791,2,2,2,1,Low Activity
U00792,1,1,1,1,Low Activity
U00793,4,4,3,3,Moderate Activity
U00794,2,2,2,2,Low Activity
U00795,3,3,3,1,Moderate Activity
U00796,2,2,2,2,Low Activity
U00797,3,3,3,2,Moderate Activity
U00798,1,1,1,1,Low Activity
U00799,2,2,2,1,Low Activity
U00800,2,2,2,1,Low Activity
U00801,2,2,2,1,Low Activity
U00802,2,2,2,2,Low Activity
U00803,3,3,3,2,Moderate Activity
U00804,2,2,2,2,Low Activity
U00805,1,1,1,1,Low Activity
U00806,1,1,1,1,Low Activity
U00807,1,1,1,1,Low Activity
U00808,1,1,1,1,Low Activity
U00809,1,1,1,1,Low Activity
U00810,1,1,1,1,Low Activity
U00811,3,3,2,2,Moderate Activity
U00812,3,3,2,2,Moderate Activity
U00813,4,4,4,3,Moderate Activity
U00814,1,1,1,1,Low Activity
U00815,2,2,2,1,Low Activity
U00816,3,3,3,1,Moderate Activity
U00817,1,1,1,1,Low Activity
U00818,1,1,1,1,Low Activity
U00819,14,14,9,3,Very High Activity
U00820,3,3,3,3,Moderate Activity
U00821,13,13,11,3,Very High Activity
U00822,1,1,1,1,Low Activity
U00823,1,1,1,1,Low Activity
U00824,1,1,1,1,Low Activity
U00825,3,3,3,2,Moderate Activity
U00826,1,1,1,1,Low Activity
U00827,2,2,2,1,Low Activity
U00828,3,3,3,2,Moderate Activity
U00829,16,16,8,3,Very High Activity
U00830,1,1,1,1,Low Activity
U00831,2,2,2,2,Low Activity
U00832,1,1,1,1,Low Activity
U00833,3,3,3,2,Moderate Activity
U00834,1,1,1,1,Low Activity
U00835,1,1,1,1,Low Activity
U00836,15,15,9,3,Very High Activity
U00837,4,4,3,2,Moderate Activity
U00838,12,12,8,3,Very High Activity
U00839,1,1,1,1,Low Activity
U00840,3,3,3,2,Moderate Activity
U00841,1,1,1,1,Low Activity
U00842,2,2,2,2,Low Activity
U00843,1,1,1,1,Low Activity
U00844,1,1,1,1,Low Activity
U00845,1,1,1,1,Low Activity
U00846,1,1,1,1,Low Activity
U00847,1,1,1,1,Low Activity
U00848,4,4,3,3,Moderate Activity
U00849,2,2,1,1,Low Activity
U00850,15,15,9,3,Very High Activity
U00851,1,1,1,1,Low Activity
U00852,13,13,8,3,Very High Activity
U00853,2,2,2,1,Low Activity
U00854,2,2,2,2,Low Activity
U00855,1,1,1,1,Low Activity
U00856,1,1,1,1,Low Activity
U00857,1,1,1,1,Low Activity
U00858,15,15,8,3,Very High Activity
U00859,1,1,1,1,Low Activity
U00860,1,1,1,1,Low Activity
U00861,1,1,1,1,Low Activity
U00862,1,1,1,1,Low Activity
U00863,1,1,1,1,Low Activity
U00864,1,1,1,1,Low Activity
U00865,1,1,1,1,Low Activity
U00866,1,1,1,1,Low Activity
U00867,1,1,1,1,Low Activity
U00868,1,1,1,1,Low Activity
U00869,1,1,1,1,Low Activity
U00870,15,15,10,3,Very High Activity
U00871,2,2,2,2,Low Activity
U00872,1,1,1,1,Low Activity
U00873,1,1,1,1,Low Activity
U00874,12,12,10,3,Very High Activity
U00875,1,1,1,1,Low Activity
U00876,14,14,11,3,Very High Activity
U00877,1,1,1,1,Low Activity
U00878,1,1,1,1,Low Activity
U00879,3,3,3,2,Moderate Activity
U00880,1,1,1,1,Low Activity
U00881,16,16,10,3,Very High Activity
U00882,1,1,1,1,Low Activity
U00883,3,3,3,2,Moderate Activity
U00884,1,1,1,1,Low Activity
U00885,1,1,1,1,Low Activity
U00886,2,2,2,2,Low Activity
U00887,1,1,1,1,Low Activity
U00888,4,4,3,2,Moderate Activity
U00889,1,1,1,1,Low Activity
U00890,2,2,2,1,Low Activity
U00891,2,2,2,2,Low Activity
U00892,4,4,4,1,Moderate Activity
U00893,12,12,9,3,Very High Activity
U00894,3,3,3,2,Moderate Activity
U00895,4,4,3,2,Moderate Activity
U00896,4,4,4,2,Moderate Activity
U00897,1,1,1,1,Low Activity
U00898,12,12,8,3,Very High Activity
U00899,1,1,1,1,Low Activity
U00900,2,2,2,1,Low Activity
U00901,1,1,1,1,Low Activity
U00902,2,2,2,1,Low Activity
U00903,13,13,9,3,Very High Activity
U00904,1,1,1,1,Low Activity
U00905,1,1,1,1,Low Activity
U00906,1,1,1,1,Low Activity
U00907,12,12,8,3,Very High Activity
U00908,1,1,1,1,Low Activity
U00909,1,1,1,1,Low Activity
U00910,3,3,3,2,Moderate Activity
U00911,10,10,7,3,High Activity
U00912,1,1,1,1,Low Activity
U00913,1,1,1,1,Low Activity
U00914,1,1,1,1,Low Activity
U00915,13,13,8,3,Very High Activity
U00916,1,1,1,1,Low Activity
U00917,15,15,11,3,Very High Activity
U00918,1,1,1,1,Low Activity
U00919,14,14,8,3,Very High Activity
U00920,1,1,1,1,Low Activity
U00921,1,1,1,1,Low Activity
U00922,2,2,2,2,Low Activity
U00923,3,3,3,3,Moderate Activity
U00924,1,1,1,1,Low Activity
U00925,2,2,2,2,Low Activity
U00926,2,2,2,2,Low Activity
U00927,2,2,2,1,Low Activity
U00928,12,12,9,3,Very High Activity
U00929,4,4,3,2,Moderate Activity
U00930,3,3,3,1,Moderate Activity
U00931,1,1,1,1,Low Activity
U00932,1,1,1,1,Low Activity
U00933,1,1,1,1,Low Activity
U00934,1,1,1,1,Low Activity
U00935,1,1,1,1,Low Activity
U00936,1,1,1,1,Low Activity
U00937,1,1,1,1,Low Activity
U00938,1,1,1,1,Low Activity
U00939,1,1,1,1,Low Activity
U00940,1,1,1,1,Low Activity
U00941,2,2,2,2,Low Activity
U00942,1,1,1,1,Low Activity
U00943,2,2,2,1,Low Activity
U00944,1,1,1,1,Low Activity
U00945,1,1,1,1,Low Activity
U00946,1,1,1,1,Low Activity
U00947,1,1,1,1,Low Activity
U00948,3,3,3,2,Moderate Activity
U00949,4,4,3,3,Moderate Activity
U00950,1,1,1,1,Low Activity
U00951,2,2,2,1,Low Activity
U00952,2,2,2,2,Low Activity
U00953,3,3,3,2,Moderate Activity
U00954,2,2,2,2,Low Activity
U00955,3,3,2,2,Moderate Activity
U00956,1,1,1,1,Low Activity
U00957,3,3,2,2,Moderate Activity
U00958,2,2,1,2,Low Activity
U00959,13,13,9,3,Very High Activity
U00960,1,1,1,1,Low Activity
U00961,14,14,9,3,Very High Activity
U00962,1,1,1,1,Low Activity
U00963,2,2,2,2,Low Activity
U00964,1,1,1,1,Low Activity
U00965,1,1,1,1,Low Activity
U00966,1,1,1,1,Low Activity
U00967,14,14,8,3,Very High Activity
U00968,2,2,2,2,Low Activity
U00969,1,1,1,1,Low Activity
U00970,1,1,1,1,Low Activity
U00971,3,3,3,3,Moderate Activity
U00972,4,4,4,2,Moderate Activity
U00973,1,1,1,1,Low Activity
U00974,1,1,1,1,Low Activity
U00975,1,1,1,1,Low Activity
U00976,12,12,9,3,Very High Activity
U00977,1,1,1,1,Low Activity
U00978,1,1,1,1,Low Activity
U00979,3,3,3,2,Moderate Activity
U00980,1,1,1,1,Low Activity
U00981,13,13,9,3,Very High Activity
U00982,1,1,1,1,Low Activity
U00983,1,1,1,1,Low Activity
U00984,1,1,1,1,Low Activity
U00985,1,1,1,1,Low Activity
U00986,2,2,1,2,Low Activity
U00987,1,1,1,1,Low Activity
U00988,1,1,1,1,Low Activity
U00989,12,12,9,3,Very High Activity
U00990,1,1,1,1,Low Activity
U00991,1,1,1,1,Low Activity
U00992,4,4,4,2,Moderate Activity
U00993,1,1,1,1,Low Activity
U00994,1,1,1,1,Low Activity
U00995,2,2,2,2,Low Activity
U00996,1,1,1,1,Low Activity
U00997,15,15,8,3,Very High Activity
U00998,2,2,2,2,Low Activity
U00999,1,1,1,1,Low Activity
U01000,12,12,7,3,Very High Activity
U01001,1,1,1,1,Low Activity
U01002,1,1,1,1,Low Activity
U01003,1,1,1,1,Low Activity
U01004,1,1,1,1,Low Activity
U01005,1,1,1,1,Low Activity
U01006,2,2,2,2,Low Activity
U01007,1,1,1,1,Low Activity
U01008,2,2,2,2,Low Activity
U01009,1,1,1,1,Low Activity
U01010,1,1,1,1,Low Activity
U01011,1,1,1,1,Low Activity
U01012,1,1,1,1,Low Activity
U01013,3,3,3,2,Moderate Activity
U01014,3,3,3,2,Moderate Activity
U01015,15,15,9,3,Very High Activity
U01016,2,2,2,1,Low Activity
U01017,2,2,1,2,Low Activity
U01018,1,1,1,1,Low Activity
U01019,1,1,1,1,Low Activity
U01020,12,12,9,3,Very High Activity
U01021,2,2,2,1,Low Activity
U01022,13,13,10,3,Very High Activity
U01023,2,2,2,2,Low Activity
U01024,3,3,2,3,Moderate Activity
U01025,1,1,1,1,Low Activity
U01026,1,1,1,1,Low Activity
U01027,2,2,2,1,Low Activity
U01028,2,2,2,1,Low Activity
U01029,1,1,1,1,Low Activity
U01030,1,1,1,1,Low Activity
U01031,13,13,8,3,Very High Activity
U01032,14,14,10,3,Very High Activity
U01033,13,13,7,3,Very High Activity
U01034,12,12,7,3,Very High Activity
U01035,3,3,2,2,Moderate Activity
U01036,1,1,1,1,Low Activity
U01037,1,1,1,1,Low Activity
U01038,1,1,1,1,Low Activity
U01039,1,1,1,1,Low Activity
U01040,1,1,1,1,Low Activity
U01041,1,1,1,1,Low Activity
U01042,1,1,1,1,Low Activity
U01043,4,4,3,2,Moderate Activity
U01044,1,1,1,1,Low Activity
U01045,2,2,2,2,Low Activity
U01046,1,1,1,1,Low Activity
U01047,1,1,1,1,Low Activity
U01048,1,1,1,1,Low Activity
U01049,2,2,1,2,Low Activity
U01050,1,1,1,1,Low Activity
U01051,2,2,2,1,Low Activity
U01052,2,2,2,2,Low Activity
U01053,1,1,1,1,Low Activity
U01054,2,2,2,1,Low Activity
U01055,1,1,1,1,Low Activity
U01056,2,2,2,2,Low Activity
U01057,1,1,1,1,Low Activity
U01058,2,2,2,2,Low Activity
U01059,1,1,1,1,Low Activity
U01060,1,1,1,1,Low Activity
U01061,2,2,1,2,Low Activity
U01062,1,1,1,1,Low Activity
U01063,1,1,1,1,Low Activity
U01064,2,2,2,2,Low Activity
U01065,4,4,4,2,Moderate Activity
U01066,12,12,7,3,Very High Activity
U01067,1,1,1,1,Low Activity
U01068,2,2,2,2,Low Activity
U01069,1,1,1,1,Low Activity
U01070,1,1,1,1,Low Activity
U01071,2,2,2,2,Low Activity
U01072,1,1,1,1,Low Activity
U01073,2,2,2,2,Low Activity
U01074,1,1,1,1,Low Activity
U01075,2,2,2,1,Low Activity
U01076,1,1,1,1,Low Activity
U01077,2,2,2,1,Low Activity
U01078,2,2,2,1,Low Activity
U01079,13,13,7,3,Very High Activity
U01080,1,1,1,1,Low Activity
U01081,1,1,1,1,Low Activity
U01082,1,1,1,1,Low Activity
U01083,15,15,11,3,Very High Activity
U01084,13,13,8,3,Very High Activity
U01085,2,2,2,1,Low Activity
U01086,1,1,1,1,Low Activity
U01087,1,1,1,1,Low Activity
U01088,2,2,2,2,Low Activity
U01089,1,1,1,1,Low Activity
U01090,2,2,2,1,Low Activity
U01091,2,2,2,1,Low Activity
U01092,15,15,9,3,Very High Activity
U01093,1,1,1,1,Low Activity
U01094,2,2,2,2,Low Activity
U01095,1,1,1,1,Low Activity
U01096,16,16,7,3,Very High Activity
U01097,1,1,1,1,Low Activity
U01098,4,4,3,3,Moderate Activity
U01099,1,1,1,1,Low Activity
U01100,3,3,3,2,Moderate Activity
U01101,1,1,1,1,Low Activity
U01102,2,2,2,2,Low Activity
U01103,4,4,4,2,Moderate Activity
U01104,1,1,1,1,Low Activity
U01105,1,1,1,1,Low Activity
U01106,1,1,1,1,Low Activity
U01107,1,1,1,1,Low Activity
U01108,4,4,4,3,Moderate Activity
U01109,1,1,1,1,Low Activity
U01110,2,2,1,1,Low Activity
U01111,1,1,1,1,Low Activity
U01112,1,1,1,1,Low Activity
U01113,1,1,1,1,Low Activity
U01114,1,1,1,1,Low Activity
U01115,1,1,1,1,Low Activity
U01116,1,1,1,1,Low Activity
U01117,1,1,1,1,Low Activity
U01118,1,1,1,1,Low Activity
U01119,1,1,1,1,Low Activity
U01120,1,1,1,1,Low Activity
U01121,1,1,1,1,Low Activity
U01122,2,2,1,2,Low Activity
U01123,15,15,10,3,Very High Activity
U01124,3,3,3,2,Moderate Activity
U01125,2,2,2,2,Low Activity
U01126,2,2,2,2,Low Activity
U01127,3,3,3,2,Moderate Activity
U01128,2,2,2,2,Low Activity
U01129,1,1,1,1,Low Activity
U01130,1,1,1,1,Low Activity
U01131,3,3,3,2,Moderate Activity
U01132,4,4,3,3,Moderate Activity
U01133,1,1,1,1,Low Activity
U01134,3,3,3,3,Moderate Activity
U01135,1,1,1,1,Low Activity
U01136,1,1,1,1,Low Activity
U01137,2,2,2,2,Low Activity
U01138,1,1,1,1,Low Activity
U01139,1,1,1,1,Low Activity
U01140,1,1,1,1,Low Activity
U01141,1,1,1,1,Low Activity
U01142,2,2,2,2,Low Activity
U01143,14,14,10,3,Very High Activity
U01144,2,2,2,2,Low Activity
U01145,1,1,1,1,Low Activity
U01146,13,13,9,3,Very High Activity
U01147,1,1,1,1,Low Activity
U01148,2,2,2,2,Low Activity
U01149,4,4,3,3,Moderate Activity
U01150,1,1,1,1,Low Activity
U01151,14,14,8,3,Very High Activity
U01152,1,1,1,1,Low Activity
U01153,1,1,1,1,Low Activity
U01154,2,2,2,2,Low Activity
U01155,4,4,4,2,Moderate Activity
U01156,2,2,2,2,Low Activity
U01157,4,4,4,2,Moderate Activity
U01158,12,12,10,3,Very High Activity
U01159,1,1,1,1,Low Activity
U01160,4,4,4,2,Moderate Activity
U01161,1,1,1,1,Low Activity
U01162,1,1,1,1,Low Activity
U01163,13,13,4,3,Very High Activity
U01164,1,1,1,1,Low Activity
U01165,2,2,2,2,Low Activity
U01166,2,2,2,2,Low Activity
U01167,11,11,9,3,Very High Activity
U01168,1,1,1,1,Low Activity
U01169,1,1,1,1,Low Activity
U01170,14,14,8,3,Very High Activity
U01171,1,1,1,1,Low Activity
U01172,3,3,3,2,Moderate Activity
U01173,3,3,3,1,Moderate Activity
U01174,1,1,1,1,Low Activity
U01175,1,1,1,1,Low Activity
U01176,3,3,3,2,Moderate Activity
U01177,13,13,9,3,Very High Activity
U01178,2,2,2,2,Low Activity
U01179,2,2,2,2,Low Activity
U01180,13,13,10,3,Very High Activity
U01181,1,1,1,1,Low Activity
U01182,3,3,3,3,Moderate Activity
U01183,2,2,2,2,Low Activity
U01184,1,1,1,1,Low Activity
U01185,2,2,2,2,Low Activity
U01186,1,1,1,1,Low Activity
U01187,1,1,1,1,Low Activity
U01188,1,1,1,1,Low Activity
U01189,1,1,1,1,Low Activity
U01190,1,1,1,1,Low Activity
U01191,1,1,1,1,Low Activity
U01192,1,1,1,1,Low Activity
U01193,2,2,2,1,Low Activity
U01194,1,1,1,1,Low Activity
U01195,1,1,1,1,Low Activity
U01196,2,2,2,1,Low Activity
U01197,14,14,9,3,Very High Activity
U01198,1,1,1,1,Low Activity
U01199,1,1,1,1,Low Activity
U01200,1,1,1,1,Low Activity
U01201,1,1,1,1,Low Activity
U01202,1,1,1,1,Low Activity
U01203,16,16,11,3,Very High Activity
U01204,3,3,2,2,Moderate Activity
U01205,2,2,2,1,Low Activity
U01206,1,1,1,1,Low Activity
U01207,1,1,1,1,Low Activity
U01208,1,1,1,1,Low Activity
U01209,2,2,2,1,Low Activity
U01210,1,1,1,1,Low Activity
U01211,1,1,1,1,Low Activity
U01212,1,1,1,1,Low Activity
U01213,1,1,1,1,Low Activity
U01214,1,1,1,1,Low Activity
U01215,1,1,1,1,Low Activity
U01216,1,1,1,1,Low Activity
U01217,1,1,1,1,Low Activity
U01218,1,1,1,1,Low Activity
U01219,1,1,1,1,Low Activity
U01220,1,1,1,1,Low Activity
U01221,13,13,8,3,Very High Activity
U01222,3,3,2,3,Moderate Activity
U01223,1,1,1,1,Low Activity
U01224,11,11,8,3,Very High Activity
U01225,2,2,2,1,Low Activity
U01226,2,2,2,2,Low Activity
U01227,1,1,1,1,Low Activity
U01228,4,4,3,3,Moderate Activity
U01229,2,2,2,2,Low Activity
U01230,3,3,3,3,Moderate Activity
U01231,14,14,9,3,Very High Activity
U01232,1,1,1,1,Low Activity
U01233,11,11,8,3,Very High Activity
U01234,1,1,1,1,Low Activity
U01235,14,14,9,3,Very High Activity
U01236,1,1,1,1,Low Activity
U01237,13,13,8,3,Very High Activity
U01238,1,1,1,1,Low Activity
U01239,12,12,9,3,Very High Activity
U01240,1,1,1,1,Low Activity
U01241,2,2,2,1,Low Activity
U01242,2,2,2,1,Low Activity
U01243,2,2,2,2,Low Activity
U01244,14,14,11,3,Very High Activity
U01245,1,1,1,1,Low Activity
U01246,2,2,2,2,Low Activity
U01247,1,1,1,1,Low Activity
U01248,2,2,2,1,Low Activity
U01249,14,14,9,3,Very High Activity
U01250,15,15,10,3,Very High Activity
U01251,2,2,2,1,Low Activity
U01252,1,1,1,1,Low Activity
U01253,1,1,1,1,Low Activity
U01254,1,1,1,1,Low Activity
U01255,4,4,4,1,Moderate Activity
U01256,1,1,1,1,Low Activity
U01257,2,2,2,2,Low Activity
U01258,4,4,4,3,Moderate Activity
U01259,1,1,1,1,Low Activity
U01260,1,1,1,1,Low Activity
U01261,13,13,10,3,Very High Activity
U01262,4,4,4,3,Moderate Activity
U01263,1,1,1,1,Low Activity
U01264,1,1,1,1,Low Activity
U01265,2,2,2,1,Low Activity
U01266,14,14,8,3,Very High Activity
U01267,14,14,11,3,Very High Activity
U01268,13,13,9,3,Very High Activity
U01269,1,1,1,1,Low Activity
U01270,2,2,2,2,Low Activity
U01271,1,1,1,1,Low Activity
U01272,1,1,1,1,Low Activity
U01273,1,1,1,1,Low Activity
U01274,1,1,1,1,Low Activity
U01275,1,1,1,1,Low Activity
U01276,2,2,2,1,Low Activity
U01277,12,12,8,3,Very High Activity
U01278,2,2,2,2,Low Activity
U01279,3,3,3,2,Moderate Activity
U01280,12,12,7,3,Very High Activity
U01281,13,13,10,3,Very High Activity
U01282,3,3,3,2,Moderate Activity
U01283,1,1,1,1,Low Activity
U01284,15,15,11,3,Very High Activity
U01285,4,4,2,3,Moderate Activity
U01286,13,13,7,3,Very High Activity
U01287,12,12,9,3,Very High Activity
U01288,2,2,2,2,Low Activity
U01289,1,1,1,1,Low Activity
U01290,14,14,10,3,Very High Activity
U01291,1,1,1,1,Low Activity
U01292,1,1,1,1,Low Activity
U01293,1,1,1,1,Low Activity
U01294,1,1,1,1,Low Activity
U01295,4,4,4,2,Moderate Activity
U01296,1,1,1,1,Low Activity
U01297,1,1,1,1,Low Activity
U01298,1,1,1,1,Low Activity
U01299,1,1,1,1,Low Activity
U01300,1,1,1,1,Low Activity
U01301,1,1,1,1,Low Activity
U01302,2,2,2,2,Low Activity
U01303,2,2,2,2,Low Activity
U01304,2,2,2,1,Low Activity
U01305,3,3,3,2,Moderate Activity
U01306,1,1,1,1,Low Activity
U01307,1,1,1,1,Low Activity
U01308,1,1,1,1,Low Activity
U01309,2,2,2,2,Low Activity
U01310,3,3,3,2,Moderate Activity
U01311,1,1,1,1,Low Activity
U01312,1,1,1,1,Low Activity
U01313,3,3,3,2,Moderate Activity
U01314,2,2,2,2,Low Activity
U01315,13,13,9,3,Very High Activity
U01316,1,1,1,1,Low Activity
U01317,1,1,1,1,Low Activity
U01318,14,14,11,3,Very High Activity
U01319,1,1,1,1,Low Activity
U01320,4,4,4,3,Moderate Activity
U01321,14,14,8,3,Very High Activity
U01322,12,12,8,3,Very High Activity
U01323,2,2,2,2,Low Activity
U01324,1,1,1,1,Low Activity
U01325,2,2,2,1,Low Activity
U01326,2,2,2,2,Low Activity
U01327,1,1,1,1,Low Activity
U01328,1,1,1,1,Low Activity
U01329,1,1,1,1,Low Activity
U01330,2,2,2,2,Low Activity
U01331,13,13,8,3,Very High Activity
U01332,12,12,8,3,Very High Activity
U01333,1,1,1,1,Low Activity
U01334,13,13,9,3,Very High Activity
U01335,1,1,1,1,Low Activity
U01336,14,14,9,3,Very High Activity
U01337,16,16,10,3,Very High Activity
U01338,3,3,3,1,Moderate Activity
U01339,2,2,2,1,Low Activity
U01340,2,2,2,2,Low Activity
U01341,3,3,2,2,Moderate Activity
U01342,2,2,2,2,Low Activity
U01343,14,14,9,3,Very High Activity
U01344,14,14,7,3,Very High Activity
U01345,1,1,1,1,Low Activity
U01346,15,15,11,3,Very High Activity
U01347,13,13,9,3,Very High Activity
U01348,2,2,2,2,Low Activity
U01349,1,1,1,1,Low Activity
U01350,13,13,8,3,Very High Activity
U01351,2,2,2,2,Low Activity
U01352,13,13,9,3,Very High Activity
U01353,1,1,1,1,Low Activity
U01354,2,2,2,2,Low Activity
U01355,13,13,8,3,Very High Activity
U01356,3,3,3,2,Moderate Activity
U01357,1,1,1,1,Low Activity
U01358,1,1,1,1,Low Activity
U01359,2,2,2,2,Low Activity
U01360,1,1,1,1,Low Activity
U01361,1,1,1,1,Low Activity
U01362,3,3,3,2,Moderate Activity
U01363,2,2,2,2,Low Activity
U01364,13,13,9,3,Very High Activity
U01365,14,14,11,3,Very High Activity
U01366,1,1,1,1,Low Activity
U01367,1,1,1,1,Low Activity
U01368,1,1,1,1,Low Activity
U01369,1,1,1,1,Low Activity
U01370,3,3,3,2,Moderate Activity
U01371,1,1,1,1,Low Activity
U01372,1,1,1,1,Low Activity
U01373,1,1,1,1,Low Activity
U01374,1,1,1,1,Low Activity
U01375,13,13,9,3,Very High Activity
U01376,1,1,1,1,Low Activity
U01377,4,4,3,3,Moderate Activity
U01378,2,2,2,1,Low Activity
U01379,2,2,2,1,Low Activity
U01380,1,1,1,1,Low Activity
U01381,1,1,1,1,Low Activity
U01382,1,1,1,1,Low Activity
U01383,1,1,1,1,Low Activity
U01384,3,3,3,2,Moderate Activity
U01385,1,1,1,1,Low Activity
U01386,1,1,1,1,Low Activity
U01387,1,1,1,1,Low Activity
U01388,1,1,1,1,Low Activity
U01389,1,1,1,1,Low Activity
U01390,2,2,2,2,Low Activity
U01391,1,1,1,1,Low Activity
U01392,3,3,3,2,Moderate Activity
U01393,1,1,1,1,Low Activity
U01394,14,14,9,3,Very High Activity
U01395,14,14,9,3,Very High Activity
U01396,3,3,3,1,Moderate Activity
U01397,13,13,8,3,Very High Activity
U01398,1,1,1,1,Low Activity
U01399,16,16,8,3,Very High Activity
U01400,1,1,1,1,Low Activity
U01401,1,1,1,1,Low Activity
U01402,4,4,4,3,Moderate Activity
U01403,1,1,1,1,Low Activity
U01404,1,1,1,1,Low Activity
U01405,12,12,9,3,Very High Activity
U01406,1,1,1,1,Low Activity
U01407,1,1,1,1,Low Activity
U01408,2,2,2,1,Low Activity
U01409,4,4,3,3,Moderate Activity
U01410,1,1,1,1,Low Activity
U01411,15,15,9,3,Very High Activity
U01412,3,3,3,2,Moderate Activity
U01413,1,1,1,1,Low Activity
U01414,16,16,11,3,Very High Activity
U01415,3,3,3,2,Moderate Activity
U01416,2,2,2,2,Low Activity
U01417,2,2,1,2,Low Activity
U01418,1,1,1,1,Low Activity
U01419,2,2,2,1,Low Activity
U01420,3,3,3,2,Moderate Activity
U01421,1,1,1,1,Low Activity
U01422,2,2,2,2,Low Activity
U01423,1,1,1,1,Low Activity
U01424,1,1,1,1,Low Activity
U01425,1,1,1,1,Low Activity
U01426,1,1,1,1,Low Activity
U01427,1,1,1,1,Low Activity
U01428,1,1,1,1,Low Activity
U01429,15,15,10,3,Very High Activity
U01430,13,13,10,3,Very High Activity
U01431,2,2,2,1,Low Activity
U01432,12,12,8,3,Very High Activity
U01433,2,2,1,2,Low Activity
U01434,2,2,2,2,Low Activity
U01435,13,13,10,3,Very High Activity
U01436,2,2,2,2,Low Activity
U01437,1,1,1,1,Low Activity
U01438,4,4,3,2,Moderate Activity
U01439,1,1,1,1,Low Activity
U01440,2,2,1,1,Low Activity
U01441,1,1,1,1,Low Activity
U01442,3,3,3,1,Moderate Activity
U01443,2,2,2,2,Low Activity
U01444,2,2,2,2,Low Activity
U01445,12,12,9,3,Very High Activity
U01446,1,1,1,1,Low Activity
U01447,1,1,1,1,Low Activity
U01448,1,1,1,1,Low Activity
U01449,2,2,2,2,Low Activity
U01450,11,11,8,3,Very High Activity
U01451,11,11,7,3,Very High Activity
U01452,2,2,2,1,Low Activity
U01453,2,2,2,2,Low Activity
U01454,2,2,2,2,Low Activity
U01455,14,14,11,3,Very High Activity
U01456,1,1,1,1,Low Activity
U01457,1,1,1,1,Low Activity
U01458,1,1,1,1,Low Activity
U01459,1,1,1,1,Low Activity
U01460,13,13,10,3,Very High Activity
U01461,1,1,1,1,Low Activity
U01462,1,1,1,1,Low Activity
U01463,13,13,7,3,Very High Activity
U01464,1,1,1,1,Low Activity
U01465,2,2,2,1,Low Activity
U01466,2,2,2,1,Low Activity
U01467,1,1,1,1,Low Activity
U01468,2,2,2,2,Low Activity
U01469,2,2,2,1,Low Activity
U01470,2,2,2,1,Low Activity
U01471,1,1,1,1,Low Activity
U01472,12,12,8,3,Very High Activity
U01473,15,15,9,3,Very High Activity
U01474,2,2,1,2,Low Activity
U01475,15,15,9,3,Very High Activity
U01476,1,1,1,1,Low Activity
U01477,1,1,1,1,Low Activity
U01478,1,1,1,1,Low Activity
U01479,1,1,1,1,Low Activity
U01480,1,1,1,1,Low Activity
U01481,1,1,1,1,Low Activity
U01482,2,2,2,1,Low Activity
U01483,1,1,1,1,Low Activity
U01484,1,1,1,1,Low Activity
U01485,1,1,1,1,Low Activity
U01486,1,1,1,1,Low Activity
U01487,2,2,2,2,Low Activity
U01488,12,12,7,3,Very High Activity
U01489,1,1,1,1,Low Activity
U01490,1,1,1,1,Low Activity
U01491,3,3,2,2,Moderate Activity
U01492,4,4,4,3,Moderate Activity
U01493,1,1,1,1,Low Activity
U01494,1,1,1,1,Low Activity
U01495,1,1,1,1,Low Activity
U01496,13,13,9,3,Very High Activity
U01497,13,13,9,3,Very High Activity
U01498,1,1,1,1,Low Activity
U01499,1,1,1,1,Low Activity
U01500,13,13,9,3,Very High Activity
U01501,1,1,1,1,Low Activity
U01502,1,1,1,1,Low Activity
U01503,1,1,1,1,Low Activity
U01504,1,1,1,1,Low Activity
U01505,3,3,3,2,Moderate Activity
U01506,15,15,9,3,Very High Activity
U01507,3,3,3,2,Moderate Activity
U01508,1,1,1,1,Low Activity
U01509,1,1,1,1,Low Activity
U01510,2,2,2,2,Low Activity
U01511,13,13,6,3,Very High Activity
U01512,12,12,8,3,Very High Activity
U01513,1,1,1,1,Low Activity
U01514,1,1,1,1,Low Activity
U01515,1,1,1,1,Low Activity
